query_8251.rq;1;1586;2851;0;0
query_8321.rq;1;230;4024;230;1
query_826.rq;26;2979;1428346;303;2523
query_8291.rq;12;1077;443064;455;1138
query_8392.rq;-1;-1;-1;-1;-1
query_8290.rq;1;30;2527;30;1
query_832.rq;1;453;5455;452;12
query_833.rq;16;1310;701558;766;1508
query_8246.rq;-1;-1;-1;-1;-1
query_8312.rq;-1;-1;-1;-1;-1
query_8301.rq;4;1512;224474;660;342
query_8245.rq;-1;-1;-1;-1;-1
query_8351.rq;1;37;2541;36;1
query_8262.rq;-1;-1;-1;-1;-1
query_8308.rq;2;492;44572;0;0
query_8382.rq;-1;-1;-1;-1;-1
query_4365.rq;6;2232;131421;0;0
query_8388.rq;2936;123653;128500570;669;293594
query_8253.rq;290;19260;3535422;938;242
query_8318.rq;37;1923;1284859;299;3692
query_8383.rq;-1;-1;-1;-1;-1
query_8233.rq;1;31;2622;31;1
query_8265.rq;3;1119;56884;1119;1
query_8346.rq;95;7407;2224566;967;4616
query_8341.rq;-1;-1;-1;-1;-1
query_8256.rq;41;12306;2942896;2147;15970
query_8349.rq;5;1951;311977;788;473
query_8329.rq;424;40353;11264519;852;8763
query_8241.rq;2026;108239;24688449;733;1602
query_8237.rq;3;633;68273;0;0
query_8220.rq;-1;-1;-1;-1;-1
query_8270.rq;-1;-1;-1;-1;-1
query_8244.rq;-1;-1;-1;-1;-1
query_8297.rq;1;699;17830;699;2
query_8302.rq;43;2347;1471437;396;4219
query_8367.rq;749;56389;17678357;1058;15393
query_8322.rq;5;1505;120177;0;0
query_8247.rq;-1;-1;-1;-1;-1
query_8284.rq;-1;-1;-1;-1;-1
query_824.rq;-1;-1;-1;-1;-1
query_8337.rq;1;377;10926;375;31
query_8369.rq;-1;-1;-1;-1;-1
query_828.rq;28;7421;1955238;1594;7454
query_8315.rq;1;217;4149;216;6
query_8327.rq;599;39984;14050949;628;11660
query_8279.rq;3;639;68273;0;0
query_8288.rq;1047;51330;36630430;282;104698
query_8294.rq;8;2077;119256;1856;11
query_8240.rq;-1;-1;-1;-1;-1
query_978.rq;540;40210;12831177;848;11708
query_822.rq;860;46607;13427558;1678;1332
query_8360.rq;-1;-1;-1;-1;-1
query_8277.rq;12;801;546930;428;1140
query_8248.rq;-1;-1;-1;-1;-1
query_8293.rq;1;4289;3887;0;0
query_8224.rq;1;395;3403;0;0
query_8331.rq;1;23;2326;0;0
query_8310.rq;4251;183527;107343080;381;425015
query_8380.rq;8;2389;178360;2017;255
query_8368.rq;412;25579;10412941;1116;20269
query_8365.rq;-1;-1;-1;-1;-1
query_8313.rq;1;301;20181;300;39
query_8304.rq;245;15589;13770251;589;24412
query_8239.rq;3;1405;72938;0;0
query_8273.rq;863;42077;10506194;657;661
query_8286.rq;-1;-1;-1;-1;-1
query_8342.rq;8;2416;163990;2159;234
query_8359.rq;86;3343;2962983;454;8531
query_8295.rq;18;3214;177302;3134;2
query_8323.rq;5;2177;311977;891;473
query_8243.rq;1588;64158;23899448;571;9296
query_830.rq;-1;-1;-1;-1;-1
query_8390.rq;89;182166;1675962;8918;567
query_8381.rq;31;3485;777641;1109;596
query_8356.rq;1;25155;30373;25153;56
query_8238.rq;70;4586;3943822;401;6995
query_8283.rq;1;216;4020;216;1
query_8391.rq;1;14;2541;14;1
query_8372.rq;1;1457;3887;0;0
query_8379.rq;16;3303;181422;3262;13
query_8298.rq;3;1310;39822;1310;1
query_8252.rq;1;245;4779;245;4
query_8339.rq;3;1293;35230;1293;1
query_8373.rq;1454;97925;41568416;822;95151
query_8387.rq;-1;-1;-1;-1;-1
query_8316.rq;1;24279;23595;24278;13
query_8317.rq;-1;-1;-1;-1;-1
query_8340.rq;-1;-1;-1;-1;-1
query_836.rq;87;3906;2575881;304;8631
query_8292.rq;1;32070;11232;32070;13
query_8235.rq;-1;-1;-1;-1;-1
query_8266.rq;1;9877;18030;9876;1
query_834.rq;1;303;3771;0;0
query_8394.rq;51;3638;1002194;3123;3126
query_8375.rq;1;8085;3935;0;0
query_837.rq;860;53589;20251564;641;17098
query_8371.rq;58;3173;1476418;987;2850
query_8229.rq;14;2604;139770;0;0
query_8264.rq;-1;-1;-1;-1;-1
query_8299.rq;15;4833;319832;2372;180
query_8259.rq;47;2970;1715299;604;4666
query_8374.rq;-1;-1;-1;-1;-1
query_8370.rq;32;1896;1112949;630;3199
query_8300.rq;4;1040;214408;581;324
query_8230.rq;630;78504;27438871;497;62905
query_8276.rq;306;21958;7630417;542;14564
query_8254.rq;379;37472;25930239;395;37884
query_8324.rq;1;40;2476;40;1
query_838.rq;-1;-1;-1;-1;-1
query_8338.rq;928;37360;25805663;864;92554
query_8384.rq;4;1176;53170;0;0
query_8320.rq;-1;-1;-1;-1;-1
query_8296.rq;2020;92069;24609366;671;1581
query_8363.rq;-1;-1;-1;-1;-1
query_8227.rq;3698;246454;87041438;1159;179713
query_8232.rq;1;26322;11232;26322;13
query_8330.rq;3;1247;39796;1247;1
query_8334.rq;2;324;38121;0;0
query_835.rq;1;20;2326;0;0
query_8250.rq;-1;-1;-1;-1;-1
query_8344.rq;4;906;113506;897;18
query_8271.rq;-1;-1;-1;-1;-1
query_8257.rq;1064;42824;38273115;869;106167
query_8335.rq;3;507;43519;0;0
query_8319.rq;1;155;3571;0;0
query_8328.rq;931;277493;18695298;2319;530
query_8358.rq;175;11247;3392814;3253;11105
query_8231.rq;7;2601;434526;474;666
query_8234.rq;-1;-1;-1;-1;-1
query_8226.rq;4251;144015;107355343;268;425015
query_8221.rq;4;710;53150;0;0
query_8326.rq;5639;175734;135980817;306;563862
query_8263.rq;30;2716;761730;1087;588
query_8343.rq;1195;62677;33099300;797;71004
query_8311.rq;56;5142;3812945;401;5572
query_823.rq;3;313;68273;0;0
query_8228.rq;11;586;611748;223;1029
query_8261.rq;35;2569;1663911;698;3440
query_8249.rq;204;11386;5144406;687;9925
query_8386.rq;1;210;3575;0;0
query_3641.rq;1049;34502;29162452;575;104623
query_825.rq;1;383;4365;383;7
query_82.rq;408;17215;23631821;276;40727
query_8222.rq;6230;224032;157330918;238;622929
query_8309.rq;1;371;3773;370;1
query_8223.rq;3712;171954;87410681;568;180856
query_8307.rq;3;1116;35992;1113;4
query_8362.rq;1;11;2326;0;0
query_8348.rq;-1;-1;-1;-1;-1
query_831.rq;2020;56787;24648875;381;1581
query_8255.rq;170;6749;6239450;287;16977
query_8274.rq;189;229294;3510317;7712;1229
query_8333.rq;-1;-1;-1;-1;-1
query_8376.rq;-1;-1;-1;-1;-1
query_8285.rq;573;14988;19251611;382;57023
query_8377.rq;1;7487;3935;0;0
