L2.txt;36039;232765;98055020;5032;961
F3.txt;11980;75833;30337402;3793;210
S5.txt;14828;91469;41966817;0;0
F1.txt;3503;23851;9430673;0;0
F2.txt;14405;90249;36577374;7937;120
S1.txt;457;2935;1229755;2932;5
L1.txt;61;437;181456;432;4
C1.txt;-1;-1;-1;-1;-1
S3.txt;13574;85827;39444736;0;0
L4.txt;5961;35726;14812456;510;573
C2.txt;-1;-1;-1;-1;-1
L5.txt;26425;149259;65737890;548;1310
S7.txt;3;20;37325;0;0
F5.txt;366;1934;986554;1916;34
L3.txt;40;213;112065;206;20
F4.txt;9974;49315;25856577;14555;232
S2.txt;3308;13209;9048558;1365;106
S4.txt;8189;27669;23084444;12290;3
S6.txt;3393;9117;8748449;534;67
