query1731.rq;2418;294057;43625341;292614;36977
query5485.sparql;814;111527;22781460;111487;345
query1659.sparql;454;83705;20514939;83414;9535
query2769.sparql;-1;-1;-1;-1;-1
query4047.sparql;12;24689;12571243;0;0
query1923.sparql;1497;184268;32590973;184047;1731
query553.sparql;34;19155;9842829;19089;12393
query6078.sparql;669;101592;26269928;101584;218
query5276.sparql;20;36614;16785088;0;0
query3398.sparql;23;22977;11085295;22896;14546
query167.sparql;19;19927;9512133;19882;8421
query1268.rq;813;109375;21136181;108818;34653
query1192.sparql;1142;168008;25477046;167241;49255
query5047.sparql;814;102685;22781460;102654;345
query5386.sparql;1446;172284;27693418;172226;576
query3322.sparql;25;25840;11250604;25746;17002
query2139.sparql;-1;-1;-1;-1;-1
query5301.sparql;1446;168258;27702984;168204;576
query3406.sparql;49;33847;12787072;33583;42196
query1202.rq;360;65139;16811534;64916;10707
query5122.sparql;1446;157858;27693418;157804;576
query3088.sparql;-1;-1;-1;-1;-1
query4271.sparql;271;54479;15736137;54110;15816
query6274.sparql;-1;-1;-1;-1;-1
query1615.sparql;1785;241983;36081990;241142;25694
query4038.sparql;461;75764;18141789;75465;14675
query4312.sparql;14;25455;12560281;0;0
query5288.sparql;-1;-1;-1;-1;-1
query1232.rq;8;20471;10643699;0;0
query756.sparql;193;43163;13015365;43034;7830
query1503.sparql;8;28473;15171535;0;0
query3306.sparql;13;24057;10939416;24025;6265
query946.sparql;779;112952;20649564;112325;32945
query2766.sparql;-1;-1;-1;-1;-1
query4947.sparql;522;64082;19557947;63972;342
query1538.rq;43;17788;10303379;17670;20087
query4551.sparql;564;68173;19852677;68058;363
query901.sparql;6;16528;10629258;0;0
query1332.sparql;8;23329;15173149;0;0
query4107.sparql;18;19294;12595040;0;0
query2441.sparql;2608;179389;43819178;178976;2889
query2518.sparql;3506;145972;52738131;145437;3812
query2876.sparql;9;13610;20932349;0;0
query2079.sparql;2199;49178;39542939;48835;2419
query4752.sparql;647;14450;20608855;14315;474
query1031.sparql;459;10472;16456037;10176;18481
query5308.sparql;20;5830;16785088;0;0
query5754.sparql;668;11190;26268299;11182;218
query2972.sparql;9;6344;20932346;0;0
query202.sparql;11;2797;9041094;2788;1864
