query_3091.rq;31;25128;3362014;17585;17
query_3045.rq;156;17862;630304;4151;340
query_3081.rq;7;1594;1371845;0;0
query_3161.rq;10;1390;1053891;1390;1
query_3174.rq;4;785;892802;0;0
query_301.rq;5;555;262277;0;0
query_316.rq;23;4075;2313439;843;2377
query_310.rq;23;4472;2318666;815;2452
query_3151.rq;606;20167;4731376;593;2159
query_3113.rq;6;13813;1032921;453;12602
query_3163.rq;273;8534;852733;1287;29
query_3110.rq;7;327;549682;0;0
query_3124.rq;1;360;2303;360;1
query_3082.rq;4;845;899748;479;10195
query_3180.rq;5;2320;1505715;489;2922
query_3100.rq;5;1163;162784;551;398
query_3012.rq;7;585;1371853;0;0
query_3052.rq;6;434;1026792;0;0
query_3053.rq;15;1026;543493;842;5
query_3095.rq;11;748;780318;699;34
query_3120.rq;43;1663;2175898;754;10
query_3175.rq;1019;30686;3437165;907;33
query_3177.rq;24;3884;4389803;1261;52
query_3122.rq;4;1087;1841586;334;2355
query_3140.rq;17;1149;1153451;903;9
query_3039.rq;170;4176;1227467;352;596
query_3059.rq;28;1322;1257258;0;0
query_3093.rq;4;829;899746;402;9432
query_3101.rq;117;3813;1945770;551;365
query_3167.rq;37;1335;207988;547;21
query_3009.rq;29;1703;970737;998;53
query_3088.rq;7;2131;1431415;834;4258
query_3067.rq;10;700;1506442;0;0
query_3119.rq;8;503;704487;498;3
query_3126.rq;7;455;75515;0;0
query_3103.rq;215;7238;1721911;3237;4
query_3148.rq;1;424;2250;424;1
query_313.rq;6;625;3010028;0;0
query_3046.rq;6;829;3021404;736;29
query_3150.rq;625;15445;1464858;2220;14
query_3089.rq;6;670;469920;440;409
query_3057.rq;4;598;3882571;579;75
query_3128.rq;4;300;791753;299;2
query_3055.rq;313;8155;1931375;1647;8
query_3107.rq;134;4280;636963;951;672
query_3043.rq;5;614;198714;610;11
query_3116.rq;8;567;704487;563;3
query_3056.rq;7;497;129180;493;4
query_3114.rq;4;792;899746;465;9432
query_3154.rq;1;383;2262;383;1
query_3094.rq;298;8761;3832747;647;1069
query_3030.rq;8;642;176619;431;526
query_3165.rq;8;567;97395;0;0
query_312.rq;23;962;1453652;0;0
query_3037.rq;1;410;2383;410;1
query_300.rq;6;809;1337851;756;1
query_3075.rq;6;874;3021404;734;29
query_3047.rq;7;581;119980;577;32
query_3090.rq;18;894;6711369;837;237
query_3135.rq;28;1870;966152;1249;39
