classes,count,,,,,
http://dbpedia.org/class/yago/FrenchPoets,6,,,,,
http://dbpedia.org/class/yago/FilipinoFemaleSingers,6,,,,,
http://dbpedia.org/class/yago/BritishComposers,6,,,,,
http://dbpedia.org/class/yago/AmericanMusicCritics,6,,,,,
http://dbpedia.org/class/yago/TamilMusicians,6,,,,,
http://dbpedia.org/class/yago/HongKongMandopopSingers,6,,,,,
http://dbpedia.org/class/yago/MusicalGroupsFromNashville,Tennessee,6,,,,
http://dbpedia.org/class/yago/WorldCircuitArtists,6,,,,,
http://dbpedia.org/class/yago/AmericanPeopleOfFilipinoDescent,6,,,,,
http://dbpedia.org/class/yago/ModernGreek-languageSingers,6,,,,,
http://dbpedia.org/ontology/AustralianFootballLeague,6,,,,,
http://dbpedia.org/class/yago/MusicalGroupsFromOklahoma,6,,,,,
http://dbpedia.org/class/yago/CountryBluesSingers,6,,,,,
http://dbpedia.org/class/yago/IndoPeople,6,,,,,
http://dbpedia.org/class/yago/CanadianVegetarians,6,,,,,
http://dbpedia.org/class/yago/ProgressiveMetalGuitarists,6,,,,,
http://dbpedia.org/class/yago/BlackTopRecordsArtists,6,,,,,
http://dbpedia.org/class/yago/PeopleFromCincinnati,Ohio,6,,,,
http://dbpedia.org/class/yago/AmericanPeopleOfGerman-JewishDescent,6,,,,,
http://dbpedia.org/class/yago/PeopleFromEdinburgh,6,,,,,
http://dbpedia.org/class/yago/PeopleFromGainesville,Florida,6,,,,
http://dbpedia.org/class/yago/PeopleFromHagen,6,,,,,
http://dbpedia.org/class/yago/RoyalConcertgebouwOrchestraChiefConductors,6,,,,,
http://dbpedia.org/class/yago/PsychedelicRockMusicians,6,,,,,
http://dbpedia.org/class/yago/AmericanPopGuitarists,6,,,,,
http://dbpedia.org/class/yago/IndianSingers,6,,,,,
http://dbpedia.org/class/yago/SmoothJazzGuitarists,6,,,,,
http://dbpedia.org/class/yago/CitiesInTheNetherlands,6,,,,,
http://dbpedia.org/class/yago/AmericanOrchestras,6,,,,,
http://dbpedia.org/class/yago/PeopleFromGary,Indiana,6,,,,
http://dbpedia.org/class/yago/LGBT-themedMusicalGroups,6,,,,,
http://dbpedia.org/ontology/totalPopulation,6,,,,,
http://dbpedia.org/ontology/MusicFestival,6,,,,,
http://dbpedia.org/class/yago/MusicalGroupsFromGainesville,Florida,6,,,,
http://dbpedia.org/class/yago/SwedishMelodicDeathMetalMusicalGroups,6,,,,,
http://dbpedia.org/class/yago/AmericanRockSaxophonists,6,,,,,
http://dbpedia.org/class/yago/MusicalGroupsFromOlympia,Washington,6,,,,
http://dbpedia.org/class/yago/MusiciansFromWestVirginia,6,,,,,
http://dbpedia.org/ontology/Fungus,6,,,,,
http://dbpedia.org/class/yago/ComposersForLute,6,,,,,
http://dbpedia.org/class/yago/EastCoastHipHopGroups,6,,,,,
http://dbpedia.org/class/yago/PeopleFromBeirut,6,,,,,
http://dbpedia.org/class/yago/EnglishMusicalGroups,6,,,,,
http://dbpedia.org/class/yago/FrenchViolinists,6,,,,,
http://dbpedia.org/class/yago/PeopleFromYokohama,6,,,,,
http://dbpedia.org/class/yago/AcidHouseMusicians,6,,,,,
http://dbpedia.org/class/yago/AmericanPunkRockMusicians,5,,,,,
http://dbpedia.org/class/yago/SpanishGuitarists,5,,,,,
http://dbpedia.org/class/yago/ReggaeMusicalGroups,5,,,,,
http://dbpedia.org/class/yago/ItalianSingers,5,,,,,
http://dbpedia.org/ontology/TennisTournament,5,,,,,
http://dbpedia.org/class/yago/AlumniOfGoldsmiths,UniversityOfLondon,5,,,,
http://dbpedia.org/class/yago/StridePianists,5,,,,,
http://dbpedia.org/class/yago/PeopleFromHelsinki,5,,,,,
http://dbpedia.org/class/yago/CadetRecordsArtists,5,,,,,
http://dbpedia.org/class/yago/TopRankRecordsArtists,5,,,,,
http://www.wikidata.org/entity/Q215627,5,,,,,
http://dbpedia.org/class/yago/ImmediateRecordsArtists,5,,,,,
http://dbpedia.org/class/yago/QwestRecordsArtists,5,,,,,
http://dbpedia.org/class/yago/BraindanceMusicians,5,,,,,
http://dbpedia.org/class/yago/ScottishMusicalGroups,5,,,,,
http://dbpedia.org/class/yago/SixShooterRecordsArtists,5,,,,,
http://dbpedia.org/ontology/GolfLeague,5,,,,,
http://dbpedia.org/class/yago/AmericanPeopleOfUkrainian-JewishDescent,5,,,,,
http://dbpedia.org/class/yago/AutoharpPlayers,5,,,,,
http://dbpedia.org/class/yago/HowardUniversityAlumni,5,,,,,
http://dbpedia.org/class/yago/EgyptianSingers,5,,,,,
http://dbpedia.org/class/yago/WesternAustralianMusicalGroups,5,,,,,
http://dbpedia.org/ontology/NCAATeamSeason,5,,,,,
http://dbpedia.org/class/yago/ZTTRecordsArtists,5,,,,,
http://dbpedia.org/class/yago/TripHopGroups,5,,,,,
http://dbpedia.org/class/yago/SwedishActors,5,,,,,
http://dbpedia.org/class/yago/GermanPeopleOfItalianDescent,5,,,,,
http://dbpedia.org/class/yago/PeopleFromColumbus,Ohio,5,,,,
http://dbpedia.org/class/yago/AmericanGirlGroups,5,,,,,
http://dbpedia.org/class/yago/IndustrialWorkersOfTheWorldMembers,5,,,,,
http://dbpedia.org/class/yago/AmericanPeopleOfAustrian-JewishDescent,5,,,,,
http://dbpedia.org/class/yago/ItalianBritishMusicians,5,,,,,
http://dbpedia.org/class/yago/ScottishGuitarists,5,,,,,
http://dbpedia.org/ontology/HandballLeague,5,,,,,
http://dbpedia.org/class/yago/EurodiscoMusicians,5,,,,,
http://dbpedia.org/class/yago/PsychedelicTranceMusicians,5,,,,,
http://dbpedia.org/class/yago/NorwegianRockGuitarists,5,,,,,
http://dbpedia.org/class/yago/CathedralOrganists,5,,,,,
http://dbpedia.org/class/yago/MusiciansFromColorado,5,,,,,
http://dbpedia.org/ontology/RugbyClub,5,,,,,
http://dbpedia.org/class/yago/AccademiaNazionaleDiSantaCeciliaAlumni,5,,,,,
http://dbpedia.org/class/yago/CanadianActivists,5,,,,,
http://dbpedia.org/class/yago/EnglishGrindcoreMusicalGroups,5,,,,,
http://dbpedia.org/ontology/RoadJunction,5,,,,,
http://dbpedia.org/class/yago/PeopleFromBucharest,5,,,,,
http://dbpedia.org/ontology/Muscle,5,,,,,
http://dbpedia.org/class/yago/AmericanHeavyMetalKeyboardists,5,,,,,
http://dbpedia.org/class/yago/ReggaeMusicians,5,,,,,
http://dbpedia.org/ontology/Racecourse,5,,,,,
http://dbpedia.org/class/yago/ActorsFromSouthCarolina,5,,,,,
http://www.w3.org/2000/01/rdf-schema#Class,5,,,,,
http://dbpedia.org/ontology/Biomolecule,5,,,,,
http://dbpedia.org/class/yago/PeopleFromDesMoines,Iowa,5,,,,
http://dbpedia.org/ontology/Lymph,5,,,,,
http://dbpedia.org/class/yago/AmericanPeopleOfRomanian-JewishDescent,5,,,,,
http://dbpedia.org/class/yago/PeopleWhoEmigratedToEscapeNazism,5,,,,,
http://dbpedia.org/class/yago/PeopleFromLeeds,5,,,,,
http://dbpedia.org/ontology/LacrosseLeague,5,,,,,
http://dbpedia.org/ontology/Winery,5,,,,,
http://dbpedia.org/class/yago/Bandleaders,5,,,,,
http://dbpedia.org/class/yago/NewZealandSongwriters,5,,,,,
http://dbpedia.org/class/yago/FairfaxHighSchool(LosAngeles)Alumni,5,,,,,
http://dbpedia.org/class/yago/RocNationArtists,5,,,,,
http://dbpedia.org/class/yago/PoliticalPartiesInBrazil,5,,,,,
http://dbpedia.org/class/yago/CanadianPeopleOfUkrainianDescent,5,,,,,
http://dbpedia.org/class/yago/MusiciansFromAlberta,5,,,,,
http://dbpedia.org/class/yago/MunicipalitiesInAsturias,5,,,,,
http://dbpedia.org/ontology/RugbyLeague,5,,,,,
http://dbpedia.org/class/yago/ParticipantsInIrishRealityTelevisionSeries,5,,,,,
http://dbpedia.org/class/yago/AmericanEnvironmentalists,5,,,,,
http://dbpedia.org/class/yago/BritishJazzEnsembles,5,,,,,
http://dbpedia.org/class/yago/PeopleFromWarsaw,5,,,,,
http://dbpedia.org/ontology/SportCompetitionResult,5,,,,,
http://dbpedia.org/class/yago/All-femaleBands,5,,,,,
http://dbpedia.org/class/yago/MusicalGroupsEstablishedIn1970,5,,,,,
http://dbpedia.org/class/yago/MusicalGroupsEstablishedIn1975,5,,,,,
http://dbpedia.org/class/yago/FrenchHipHopMusicians,5,,,,,
http://dbpedia.org/class/yago/PeopleFromFlint,Michigan,5,,,,
http://dbpedia.org/class/yago/CanadianPerformersOfChristianMusic,5,,,,,
http://dbpedia.org/class/yago/CanadianPeopleOfChineseDescent,5,,,,,
http://dbpedia.org/class/yago/MusicalGroupsEstablishedIn1967,5,,,,,
http://dbpedia.org/class/yago/PeopleFromCalifornia,5,,,,,
http://dbpedia.org/class/yago/GermanTechnoMusicGroups,5,,,,,
http://dbpedia.org/ontology/RailwayTunnel,5,,,,,
http://dbpedia.org/class/yago/AmericanDoomMetalMusicalGroups,5,,,,,
http://dbpedia.org/class/yago/NorwegianMaleSingers,5,,,,,
http://dbpedia.org/class/yago/MusicalGroupsFromRhodeIsland,5,,,,,
http://dbpedia.org/class/yago/HighNoteRecordsArtists,5,,,,,
http://dbpedia.org/class/yago/AmericanExpatriatesInItaly,5,,,,,
http://dbpedia.org/class/yago/CubanJazz(genre)Composers,5,,,,,
http://dbpedia.org/ontology/SupremeCourtOfTheUnitedStatesCase,5,,,,,
http://www.wikidata.org/entity/Q10843402,5,,,,,
http://www.wikidata.org/entity/Q649062,5,,,,,
http://dbpedia.org/class/yago/ZERecordsArtists,5,,,,,
http://dbpedia.org/ontology/AdultActor,5,,,,,
http://dbpedia.org/class/yago/ActorsFromTennessee,5,,,,,
http://dbpedia.org/class/yago/AmericanTelevisionTalkShowHosts,5,,,,,
http://dbpedia.org/ontology/AmericanFootballLeague,5,,,,,
http://dbpedia.org/class/yago/GermanRockSingers,5,,,,,
http://dbpedia.org/ontology/Rower,5,,,,,
http://dbpedia.org/ontology/Infrastructure,5,,,,,
http://dbpedia.org/class/yago/SingersWithAThreeOctaveVocalRange,5,,,,,
http://dbpedia.org/class/yago/EnglishRockPianists,5,,,,,
http://dbpedia.org/ontology/GridironFootballPlayer,5,,,,,
http://dbpedia.org/ontology/YearInSpaceflight,5,,,,,
http://dbpedia.org/ontology/SoapCharacter,5,,,,,
http://dbpedia.org/class/yago/MusiciansFromNovaScotia,5,,,,,
http://dbpedia.org/ontology/Boxer,5,,,,,
http://dbpedia.org/ontology/Manga,5,,,,,
http://dbpedia.org/class/yago/PeopleFromAthens,Georgia,5,,,,
http://dbpedia.org/class/yago/FlyingNunRecordsArtists,5,,,,,
http://dbpedia.org/class/yago/DanishMusicalGroups,5,,,,,
http://dbpedia.org/ontology/Nerve,5,,,,,
http://dbpedia.org/class/yago/19th-centuryGermanPeople,5,,,,,
http://dbpedia.org/class/yago/MusiciansFromRhodeIsland,5,,,,,
http://dbpedia.org/class/yago/PaperBagRecordsArtists,5,,,,,
http://dbpedia.org/class/yago/ConvertsToRomanCatholicism,5,,,,,
http://dbpedia.org/class/yago/TexasTechUniversityAlumni,5,,,,,
http://dbpedia.org/class/yago/MusiciansFromCleveland,Ohio,5,,,,
http://dbpedia.org/class/yago/AmericanPeopleOfIranianDescent,5,,,,,
http://dbpedia.org/class/yago/TaiwaneseMaleSingers,5,,,,,
http://dbpedia.org/ontology/film,5,,,,,
http://dbpedia.org/class/yago/CanadianPeopleOfFirstNationsDescent,5,,,,,
http://dbpedia.org/class/yago/PeopleFromMuswellHill,5,,,,,
http://dbpedia.org/class/yago/AmericanWomenWriters,5,,,,,
http://dbpedia.org/class/yago/Nu-discoMusicians,5,,,,,
http://dbpedia.org/class/yago/SpanishPopSingers,5,,,,,
http://dbpedia.org/class/yago/AustrianClassicalPianists,5,,,,,
http://dbpedia.org/ontology/Guitarist,5,,,,,
http://dbpedia.org/class/yago/HardcoreMusicians,5,,,,,
http://dbpedia.org/class/yago/ActorsFromQuebec,5,,,,,
http://dbpedia.org/class/yago/PeopleFromForestHills,Queens,5,,,,
http://dbpedia.org/class/yago/MexicanMaleSingers,5,,,,,
http://dbpedia.org/class/yago/Soul-jazzSaxophonists,5,,,,,
http://dbpedia.org/class/yago/Post-bopClarinetists,5,,,,,
http://dbpedia.org/class/yago/FrenchClassicalOrganists,5,,,,,
http://dbpedia.org/ontology/GolfTournament,5,,,,,
http://dbpedia.org/class/yago/BritishIndieRockMusicians,5,,,,,
http://dbpedia.org/class/yago/SongwritersFromTennessee,5,,,,,
http://dbpedia.org/class/yago/PostmodernWriters,5,,,,,
http://dbpedia.org/ontology/BasketballLeague,5,,,,,
http://dbpedia.org/ontology/NationalFootballLeagueSeason,5,,,,,
http://dbpedia.org/class/yago/JRecordsArtists,5,,,,,
http://dbpedia.org/class/yago/ErasmusPrizeWinners,5,,,,,
http://dbpedia.org/class/yago/AustralianPeopleOfScottishDescent,5,,,,,
http://dbpedia.org/class/yago/PeopleFromBatonRouge,Louisiana,5,,,,
http://dbpedia.org/class/yago/PeopleFromBirmingham,Alabama,5,,,,
http://dbpedia.org/class/yago/FellowsOfTheRoyalConservatoryOfMusic,5,,,,,
http://dbpedia.org/class/yago/PerformersOfChristianHipHopMusic,5,,,,,
http://dbpedia.org/class/yago/PeopleFromOklahomaCity,Oklahoma,5,,,,
http://www.wikidata.org/entity/Q292419,5,,,,,
http://dbpedia.org/class/yago/AmericanPeopleOfTrinidadAndTobagoDescent,5,,,,,
http://dbpedia.org/class/yago/AmericanCountryHarmonicaPlayers,5,,,,,
http://dbpedia.org/class/yago/JewishPoets,5,,,,,
http://dbpedia.org/class/yago/MusicalGroupsFromArizona,5,,,,,
http://dbpedia.org/class/yago/NinjaTuneArtists,5,,,,,
http://dbpedia.org/class/yago/PeopleFromUrbana,Illinois,5,,,,
http://dbpedia.org/class/yago/MusiciansFromBritishColumbia,5,,,,,
http://dbpedia.org/class/yago/ActorsFromNewYork,5,,,,,
http://dbpedia.org/ontology/TradeUnion,5,,,,,
http://dbpedia.org/class/yago/LouisianaBluesMusicians,5,,,,,
http://dbpedia.org/class/yago/AmericanRappersOfJamaicanDescent,5,,,,,
http://dbpedia.org/class/Book,5,,,,,
http://dbpedia.org/class/yago/GermanTranceMusicians,5,,,,,
http://dbpedia.org/class/yago/FinnishComposers,5,,,,,
http://dbpedia.org/class/yago/AmericanMusiciansOfJamaicanDescent,5,,,,,
http://dbpedia.org/class/yago/CajunMusicians,5,,,,,
http://dbpedia.org/class/yago/ComposersForTheClassicalGuitar,5,,,,,
http://dbpedia.org/class/yago/MusicalQuintets,5,,,,,
http://dbpedia.org/class/yago/RedBaronRecordsArtists,5,,,,,
http://dbpedia.org/class/yago/CzechComposers,5,,,,,
http://dbpedia.org/class/yago/MusicalGroupsFromVirginia,5,,,,,
http://dbpedia.org/class/yago/UnitedStatesNavySailors,5,,,,,
http://dbpedia.org/class/yago/TheVoiceJudges,5,,,,,
http://dbpedia.org/ontology/Continent,5,,,,,
http://dbpedia.org/class/yago/AtticRecords(Canada)Artists,5,,,,,
http://dbpedia.org/class/yago/SwedishElectronicMusicGroups,5,,,,,
http://data.linkedmdb.org/resource/movie/actor,5,,,,,
http://dbpedia.org/class/yago/BritishPerformersOfChristianMusic,5,,,,,
http://dbpedia.org/class/yago/CubanJazzMusicians,5,,,,,
http://dbpedia.org/class/yago/NationalAnthemWriters,5,,,,,
http://dbpedia.org/class/yago/AmericanPeopleOfPolishDescent,5,,,,,
http://dbpedia.org/class/yago/FrenchJazzPianists,5,,,,,
http://dbpedia.org/class/yago/AmericanIndustrialMusicians,5,,,,,
http://dbpedia.org/ontology/PublicTransitSystem,5,,,,,
http://dbpedia.org/class/yago/ConvertsToTheRastafariMovement,5,,,,,
http://dbpedia.org/class/yago/DutchRappers,5,,,,,
http://dbpedia.org/ontology/SpaceStation,5,,,,,
http://dbpedia.org/ontology/GovernmentAgency,5,,,,,
http://dbpedia.org/ontology/ScreenWriter,5,,,,,
http://dbpedia.org/ontology/TableTennisPlayer,5,,,,,
http://dbpedia.org/class/yago/Post-punkMusicians,5,,,,,
http://dbpedia.org/class/yago/FinnishMusicians,5,,,,,
http://dbpedia.org/ontology/WaterRide,5,,,,,
http://dbpedia.org/class/yago/AlumniOfTheItaliaContiAcademyOfTheatreArts,5,,,,,
http://dbpedia.org/ontology/BowlingLeague,5,,,,,
http://dbpedia.org/class/yago/MusicalGroupsFromMichigan,5,,,,,
http://dbpedia.org/class/yago/GermanIndustrialMusicians,5,,,,,
http://dbpedia.org/class/yago/PeopleFromTheSanFranciscoBayArea,5,,,,,
http://dbpedia.org/class/yago/AmericanPost-rockGroups,5,,,,,
http://dbpedia.org/class/yago/PeopleFromWembley,5,,,,,
http://dbpedia.org/class/yago/SaddleCreekRecordsArtists,5,,,,,
http://dbpedia.org/class/yago/PeopleFromPrague,5,,,,,
http://dbpedia.org/class/yago/PeopleFromOxnard,California,5,,,,
http://dbpedia.org/ontology/Skater,5,,,,,
http://dbpedia.org/class/yago/Soul-jazzPianists,5,,,,,
http://dbpedia.org/ontology/RaceTrack,5,,,,,
http://dbpedia.org/class/yago/AmericanShortStoryWriters,5,,,,,
http://dbpedia.org/class/yago/CajunAccordionists,5,,,,,
http://dbpedia.org/ontology/VolleyballPlayer,5,,,,,
http://dbpedia.org/ontology/Skier,5,,,,,
http://dbpedia.org/class/yago/MusicalGroupsFromBerlin,5,,,,,
http://dbpedia.org/class/yago/EnglishBaritones,5,,,,,
http://dbpedia.org/ontology/Vein,5,,,,,
http://dbpedia.org/ontology/Cleric,5,,,,,
http://dbpedia.org/class/yago/ColombianMusicians,5,,,,,
http://dbpedia.org/ontology/BeautyQueen,5,,,,,
http://dbpedia.org/class/yago/PeopleFromWindsor,Ontario,5,,,,
http://dbpedia.org/class/yago/ErasmusHallHighSchoolAlumni,5,,,,,
http://dbpedia.org/class/yago/NorwegianRockSingers,5,,,,,
http://dbpedia.org/ontology/Medician,5,,,,,
http://dbpedia.org/class/yago/CanadianPopPunkMusicalGroups,5,,,,,
http://dbpedia.org/class/yago/DutchRecordProducers,5,,,,,
http://dbpedia.org/class/yago/TheXFactor(UK)Contestants,5,,,,,
http://dbpedia.org/class/yago/MultinationalMusicalGroups,5,,,,,
http://dbpedia.org/ontology/Sound,5,,,,,
http://dbpedia.org/class/yago/SmoothJazzPianists,5,,,,,
http://dbpedia.org/ontology/MotorsportSeason,5,,,,,
http://yago-knowledge.org/resource/AfricanCountries,5,,,,,
http://dbpedia.org/class/yago/PeopleFromPortland,Oregon,5,,,,
http://dbpedia.org/class/yago/MusicalGroupsReestablishedIn2000,5,,,,,
http://dbpedia.org/class/yago/MusicalGroupsReestablishedIn2002,5,,,,,
http://dbpedia.org/class/yago/YugoslavRockMusicGroups,5,,,,,
http://dbpedia.org/class/yago/Jazz-popSingers,5,,,,,
http://dbpedia.org/class/yago/PeopleFromTehran,5,,,,,
http://dbpedia.org/class/yago/ScottishFolkMusicians,5,,,,,
http://dbpedia.org/class/yago/WelshKeyboardists,5,,,,,
http://dbpedia.org/class/yago/AfricanAmericanFemaleGuitarists,5,,,,,
http://dbpedia.org/class/yago/ArgentineMaleSingers,5,,,,,
http://dbpedia.org/class/yago/BlackMetalSingers,5,,,,,
http://dbpedia.org/class/yago/GermanIndustrialMusicGroups,5,,,,,
http://dbpedia.org/class/yago/IranianPopSingers,5,,,,,
http://dbpedia.org/class/yago/WritersFromParis,5,,,,,
http://dbpedia.org/class/yago/AmericanMusiciansOfChineseDescent,5,,,,,
http://dbpedia.org/ontology/Moss,5,,,,,
http://dbpedia.org/class/yago/GiantRecords(Warner)Artists,5,,,,,
http://dbpedia.org/class/yago/Church103028079,5,,,,,
http://purl.org/ontology/mo/MusicArtist,5,,,,,
http://dbpedia.org/class/yago/PeopleFromElPaso,Texas,5,,,,
http://dbpedia.org/class/yago/AmericanElectronicMusicGroups,5,,,,,
http://dbpedia.org/class/yago/PeopleFromSuffolkCounty,NewYork,5,,,,
http://dbpedia.org/class/yago/JazzBaritoneSaxophonists,5,,,,,
http://dbpedia.org/class/yago/BritishRappers,5,,,,,
http://dbpedia.org/ontology/PoloLeague,5,,,,,
http://dbpedia.org/class/yago/PhiladelphiaInternationalRecordsArtists,5,,,,,
http://dbpedia.org/class/yago/AnglicanSaints,5,,,,,
http://dbpedia.org/ontology/Engineer,5,,,,,
http://dbpedia.org/class/yago/SongwritersFromVirginia,5,,,,,
http://dbpedia.org/class/yago/SoulSingers,5,,,,,
http://dbpedia.org/class/yago/KillRockStars,5,,,,,
http://dbpedia.org/ontology/Mollusca,5,,,,,
http://dbpedia.org/class/yago/PeopleFromQuebecCity,5,,,,,
http://dbpedia.org/class/yago/TamilPeople,5,,,,,
http://dbpedia.org/ontology/Entomologist,5,,,,,
http://dbpedia.org/class/yago/FlamencoGuitarists,5,,,,,
http://dbpedia.org/ontology/Skyscraper,5,,,,,
http://dbpedia.org/class/yago/AmericanAnti�??IraqWarActivists,5,,,,,
http://dbpedia.org/class/yago/F.C.InternazionaleMilanoPlayers,5,,,,,
http://dbpedia.org/class/yago/ArgentineFemaleSingers,5,,,,,
http://dbpedia.org/ontology/RollerCoaster,5,,,,,
http://dbpedia.org/class/yago/GermanPopMusicGroups,5,,,,,
http://dbpedia.org/ontology/Senator,5,,,,,
http://dbpedia.org/ontology/TimePeriod,5,,,,,
http://dbpedia.org/ontology/Motorcycle,5,,,,,
http://dbpedia.org/class/yago/AmericanWriters,5,,,,,
http://dbpedia.org/ontology/SportsTeamSeason,5,,,,,
http://dbpedia.org/class/yago/UnitedNationsMessengersOfPeace,5,,,,,
http://dbpedia.org/class/yago/PeopleFromLeipzig,5,,,,,
http://dbpedia.org/class/yago/GospelArtistsFromDetroit,Michigan,5,,,,
http://dbpedia.org/class/yago/GermanTelevisionPresenters,5,,,,,
http://dbpedia.org/class/yago/DawnRecordsArtists,5,,,,,
http://dbpedia.org/class/yago/PeopleFromReading,Pennsylvania,5,,,,
http://dbpedia.org/class/yago/OberlinCollegeAlumni,5,,,,,
http://dbpedia.org/class/yago/AcousticBluesMusicians,5,,,,,
http://dbpedia.org/class/yago/CitiesInCalifornia,5,,,,,
http://dbpedia.org/class/yago/EnglishPeopleOfWelshDescent,5,,,,,
http://dbpedia.org/ontology/Beverage,5,,,,,
http://dbpedia.org/ontology/BusinessPerson,5,,,,,
http://dbpedia.org/class/yago/BritishMusicalDuos,5,,,,,
http://dbpedia.org/ontology/NationalCollegiateAthleticAssociationAthlete,5,,,,,
http://dbpedia.org/class/yago/IndieRappers,5,,,,,
http://dbpedia.org/class/yago/PeopleFromJohannesburg,5,,,,,
http://dbpedia.org/ontology/MeanOfTransportation,5,,,,,
http://dbpedia.org/class/yago/WelshGuitarists,5,,,,,
http://dbpedia.org/class/yago/FemaleMusicians,5,,,,,
http://dbpedia.org/ontology/Archaea,5,,,,,
http://dbpedia.org/ontology/Tower,5,,,,,
http://www.w3.org/2002/07/owl#Country,5,,,,,
http://dbpedia.org/class/yago/JanglePopGroups,5,,,,,
http://dbpedia.org/class/yago/AlumniOfTheRoyalNorthernCollegeOfMusic,5,,,,,
http://dbpedia.org/class/yago/RomanianMusicians,5,,,,,
http://dbpedia.org/class/yago/CriticsOfScientology,5,,,,,
http://dbpedia.org/class/yago/PewFellowsInTheArts,5,,,,,
http://dbpedia.org/class/yago/MusiciansFromSeattle,Washington,5,,,,
http://dbpedia.org/class/yago/SparrowRecordsArtists,5,,,,,
http://dbpedia.org/class/yago/AmericanFunkDrummers,5,,,,,
http://dbpedia.org/class/yago/StraightEdgeIndividuals,5,,,,,
http://dbpedia.org/class/yago/EnglishFolkGuitarists,5,,,,,
http://dbpedia.org/class/yago/AmericanHeavyMetalBassGuitarists,5,,,,,
http://dbpedia.org/class/yago/NorwegianDrummers,5,,,,,
http://dbpedia.org/class/yago/IndianFilmScoreComposers,5,,,,,
http://dbpedia.org/class/yago/HongKongFilmActors,5,,,,,
http://dbpedia.org/class/yago/PeopleFromVancouver,5,,,,,
http://dbpedia.org/class/yago/Welsh-speakingPeople,5,,,,,
http://dbpedia.org/class/yago/CubanMaleSingers,5,,,,,
http://dbpedia.org/class/yago/JazzFusionBassGuitarists,5,,,,,
http://dbpedia.org/class/yago/AmericanArtists,5,,,,,
http://dbpedia.org/class/yago/AustrianPeopleOfCzechDescent,5,,,,,
http://dbpedia.org/class/yago/BelgianComposers,5,,,,,
http://dbpedia.org/class/yago/SaReGaMaPaParticipants,5,,,,,
http://dbpedia.org/class/yago/PeopleFromCanton,Ohio,5,,,,
http://dbpedia.org/class/yago/BritishExperimentalMusicians,5,,,,,
http://dbpedia.org/class/yago/CanadianIndiePopGroups,5,,,,,
http://dbpedia.org/ontology/Historian,5,,,,,
http://dbpedia.org/class/yago/AmericanJazzVibraphonists,5,,,,,
http://dbpedia.org/ontology/artist,5,,,,,
http://dbpedia.org/class/yago/EmArcyRecordsArtists,5,,,,,
http://dbpedia.org/ontology/Judge,5,,,,,
http://dbpedia.org/class/yago/Jazz-funkGuitarists,5,,,,,
http://dbpedia.org/class/yago/ItalianWriters,5,,,,,
http://dbpedia.org/class/yago/ArabesqueRecordsArtists,5,,,,,
http://dbpedia.org/ontology/WomensTennisAssociationTournament,5,,,,,
http://dbpedia.org/class/yago/CanadianPeopleOfHongKongDescent,4,,,,,
http://dbpedia.org/class/yago/SouthKoreanMaleSingers,4,,,,,
http://dbpedia.org/ontology/aircraftBomber,4,,,,,
http://dbpedia.org/class/yago/PeopleFromRocklandCounty,NewYork,4,,,,
http://dbpedia.org/class/yago/PeopleFromTheKansasCityMetropolitanArea,4,,,,,
http://dbpedia.org/class/yago/AmericanMusiciansOfKoreanDescent,4,,,,,
http://dbpedia.org/class/yago/AlumniOfTheUniversityOfTheArts,4,,,,,
http://dbpedia.org/ontology/Constellation,4,,,,,
http://dbpedia.org/class/yago/AlumniOfInstitutLeRosey,4,,,,,
http://dbpedia.org/ontology/Gene,4,,,,,
http://dbpedia.org/class/yago/ThirdStreamMusicians,4,,,,,
http://dbpedia.org/class/yago/AmericanPeopleOfBarbadianDescent,4,,,,,
http://dbpedia.org/class/yago/DutchTelevisionPresenters,4,,,,,
http://dbpedia.org/class/yago/AustrianExpatriatesInGermany,4,,,,,
http://dbpedia.org/class/yago/PeopleFromCharleston,WestVirginia,4,,,,
http://dbpedia.org/class/yago/PeopleFromIrvine,California,4,,,,
http://dbpedia.org/class/yago/BretonMusicalGroups,4,,,,,
http://dbpedia.org/class/yago/CanadianVoiceActors,4,,,,,
http://dbpedia.org/class/yago/EnglishAgnostics,4,,,,,
http://dbpedia.org/class/yago/RappersFromFlorida,4,,,,,
http://dbpedia.org/class/yago/JonasBrothers,4,,,,,
http://dbpedia.org/class/yago/PeopleFromNuremberg,4,,,,,
http://dbpedia.org/class/yago/EducationalInstitution108276342,4,,,,,
http://dbpedia.org/class/yago/PeopleFromCharlottesville,Virginia,4,,,,
http://dbpedia.org/class/yago/BritishPeopleOfZimbabweanDescent,4,,,,,
http://dbpedia.org/class/yago/FemaleAmericanRockDrummers,4,,,,,
http://dbpedia.org/class/yago/FrenchPeopleOfRussianDescent,4,,,,,
http://dbpedia.org/class/yago/BrazilianPopSingers,4,,,,,
http://dbpedia.org/class/yago/JeskolaBuzzUsers,4,,,,,
http://dbpedia.org/class/yago/BritishFunkMusicians,4,,,,,
http://dbpedia.org/class/yago/PeopleFromChennai,4,,,,,
http://dbpedia.org/class/yago/EmanemRecordsArtists,4,,,,,
http://dbpedia.org/class/yago/ScottishSessionMusicians,4,,,,,
http://dbpedia.org/class/yago/FrenchJazzGuitarists,4,,,,,
http://dbpedia.org/class/yago/AmericanPunkRockBassGuitarists,4,,,,,
http://dbpedia.org/class/yago/PeopleFromKagoshima,4,,,,,
