Concept,count
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1983,318
http://dbpedia.org/class/yago/WikicatOlympicBronzeMedalistsForFinland,318
http://dbpedia.org/class/yago/WikicatPeopleFromGdańsk,318
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTaleshCounty,318
http://dbpedia.org/class/yago/WikicatAmericanFilmmakers,317
http://dbpedia.org/class/yago/WikicatPeopleEducatedAtNewingtonCollege,317
"http://dbpedia.org/class/yago/WikicatPeopleFromWorcester,Massachusetts",317
http://dbpedia.org/class/yago/WikicatTownsAndVillagesOfThePeakDistrict,317
http://dbpedia.org/class/yago/WikicatPeopleFromPlymouth,316
http://dbpedia.org/class/yago/WikicatBisexualWomen,316
"http://dbpedia.org/class/yago/WikicatPeopleEducatedAtStPaul'sSchool,London",316
"http://dbpedia.org/class/yago/WikicatOrganizationsBasedInWashington,D.C.",316
http://dbpedia.org/class/yago/WikicatPeopleFromDurban,316
http://dbpedia.org/class/yago/WikicatAmericanHorrorWriters,316
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBandarAbbasCounty,316
http://dbpedia.org/class/yago/WikicatRadioStationsInTennessee,316
http://dbpedia.org/class/yago/WikicatTelecommunicationsCompanies,316
http://dbpedia.org/class/yago/WikicatU.S.LeccePlayers,316
http://dbpedia.org/class/yago/WikicatOrchids,315
http://dbpedia.org/class/yago/WikicatAmericanTelevisionTalkShowHosts,315
http://dbpedia.org/class/yago/WikicatOperaticMezzo-sopranos,315
http://dbpedia.org/class/yago/WikicatAmericanMiddle-distanceRunners,315
http://dbpedia.org/class/yago/WikicatOlympicBronzeMedalistsForCanada,315
http://dbpedia.org/class/yago/WikicatPeopleFromWestminster,315
http://dbpedia.org/class/yago/WikicatAmericanFinanciers,315
http://dbpedia.org/class/yago/WikicatTreatiesOfAustria,315
http://dbpedia.org/class/yago/WikicatAmericanCivilEngineers,314
http://dbpedia.org/class/yago/WikicatPeopleFromGeorgia(U.S.State),314
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1861,314
http://dbpedia.org/class/yago/WikicatPolishArtists,314
http://dbpedia.org/class/yago/WikicatOperatingSystems,314
http://dbpedia.org/class/yago/WikicatBaseballPlayersFromVirginia,314
http://dbpedia.org/class/yago/WikicatRailwayStationsClosedIn1965,314
http://dbpedia.org/class/yago/WikicatTennesseeVolunteersFootballPlayers,314
http://dbpedia.org/class/yago/WikicatBattlesInvolvingTheOttomanEmpire,313
http://dbpedia.org/class/yago/WikicatPerformersOfEarlyMusic,313
http://dbpedia.org/class/yago/WikicatPeopleFromEdmonton,313
http://dbpedia.org/ontology/Senator,313
"http://dbpedia.org/class/yago/WikicatPeopleFromNewHaven,Connecticut",313
http://dbpedia.org/class/yago/WikicatPeopleFromDerbyshire,313
http://dbpedia.org/class/yago/WikicatBayer04LeverkusenPlayers,313
http://dbpedia.org/class/yago/WikicatValenciaCFFootballers,313
http://dbpedia.org/class/yago/WikicatBasketballPlayersFromIndiana,312
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1967,312
http://dbpedia.org/class/yago/WikicatAmericanGameShowHosts,312
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInHkamtiDistrict,312
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKuhdashtCounty,312
http://dbpedia.org/class/yago/WikicatAmericanPhotojournalists,311
http://dbpedia.org/class/yago/WikicatOnions,311
http://dbpedia.org/class/yago/WikicatOlympicSilverMedalistsForRussia,311
http://dbpedia.org/class/yago/WikicatBaseballPlayersFromMaryland,311
http://dbpedia.org/class/yago/WikicatBirdsOfUkraine,311
"http://dbpedia.org/class/yago/WikicatPeopleFromJacksonville,Florida",311
http://dbpedia.org/class/yago/WikicatArtMovements,311
http://dbpedia.org/class/yago/WikicatPeopleFromNorfolk,311
http://dbpedia.org/class/yago/WikicatPrisonersAndDetaineesOfTheUnitedStatesFederalGovernment,311
http://dbpedia.org/class/yago/WikicatProteinFamilies,311
http://dbpedia.org/class/yago/WikicatPublicHighSchoolsInIllinois,311
http://dbpedia.org/class/yago/WikicatAlbanianPoliticians,310
http://dbpedia.org/class/yago/WikicatOttawaSenatorsPlayers,310
http://dbpedia.org/class/yago/WikicatPortlandTrailBlazersPlayers,310
http://dbpedia.org/class/yago/WikicatStringInstruments,310
http://dbpedia.org/class/yago/WikicatUkrainianFootballManagers,310
http://dbpedia.org/class/yago/WikicatAlumniOfQueen'sUniversityBelfast,309
http://dbpedia.org/class/yago/WikicatPeopleFromBangalore,309
http://dbpedia.org/class/yago/WikicatAmericanGraphicDesigners,309
http://dbpedia.org/class/yago/WikicatAlpineSkiersAtThe2010WinterOlympics,309
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1964,309
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1968,309
http://dbpedia.org/class/yago/WikicatRadioPresenters,309
http://dbpedia.org/class/yago/WikicatSyracuseStars(minorLeague)Players,309
http://dbpedia.org/class/yago/WikicatPeopleFromNuremberg,308
http://dbpedia.org/class/yago/WikicatAlgeriaInternationalFootballers,307
http://dbpedia.org/class/yago/WikicatAmericanBusinessWriters,307
http://dbpedia.org/class/yago/WikicatPlayersOfAmericanFootballFromNewJersey,307
http://dbpedia.org/class/yago/WikicatAmericanProfessionalSoccerLeaguePlayers,307
http://dbpedia.org/class/yago/WikicatPhillipsExeterAcademyAlumni,307
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBelgium,307
http://dbpedia.org/class/yago/WikicatPublicHighSchoolsInOregon,307
http://dbpedia.org/class/yago/WikicatStHelensRLFCPlayers,307
http://dbpedia.org/class/yago/WikicatSwarthmoreCollegeAlumni,307
http://dbpedia.org/class/yago/WikicatAutosomalRecessiveDisorders,306
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1924,306
http://dbpedia.org/class/yago/WikicatBelgianExpatriateFootballers,306
http://dbpedia.org/class/yago/WikicatAnte-NiceneChristianMartyrs,306
http://dbpedia.org/class/yago/WikicatPostmodernWriters,306
http://dbpedia.org/class/yago/WikicatTheologians,306
http://dbpedia.org/class/yago/WikicatTreatiesOfLuxembourg,306
http://dbpedia.org/class/yago/WikicatUruguayanPeople,306
http://dbpedia.org/class/yago/WikicatAmericanCurators,305
http://dbpedia.org/class/yago/WikicatAmericanPoliticalConsultants,305
"http://dbpedia.org/class/yago/WikicatPeopleFromBirmingham,Alabama",305
http://dbpedia.org/class/yago/WikicatNumber-oneSinglesInFrance,305
http://dbpedia.org/class/yago/WikicatPeopleFromHaarlem,305
http://dbpedia.org/class/yago/WikicatPeopleFromDüsseldorf,305
"http://dbpedia.org/class/yago/WikicatPeopleFromGuadalajara,Jalisco",305
http://dbpedia.org/class/yago/WikicatOttawaLynxPlayers,305
http://dbpedia.org/class/yago/WikicatPortugalUnder-21InternationalFootballers,305
http://dbpedia.org/class/yago/WikicatUnitedStatesDistrictCourtJudgesAppointedByBillClinton,305
http://dbpedia.org/class/yago/WikicatUtrechtUniversityAlumni,305
"http://dbpedia.org/class/yago/WikicatPeopleFromGrandRapids,Michigan",304
http://dbpedia.org/class/yago/WikicatPeopleFromLeiden,304
http://dbpedia.org/class/yago/WikicatAmericanGeneticists,304
http://dbpedia.org/class/yago/WikicatPeopleFromTrondheim,304
http://dbpedia.org/class/yago/WikicatPeopleFromHammersmith,304
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1844,304
http://dbpedia.org/class/yago/WikicatPoliticalBooks,304
http://dbpedia.org/class/yago/WikicatPoliticalTheories,304
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInRudbar-eJonubiCounty,304
http://dbpedia.org/class/yago/WikicatTSV1860MünchenPlayers,304
"http://dbpedia.org/class/yago/WikicatPeopleFromVictoria,BritishColumbia",303
http://dbpedia.org/class/yago/WikicatPeopleWithBipolarDisorder,303
http://dbpedia.org/class/yago/WikicatPeopleOfTheRussianCivilWar,303
http://dbpedia.org/class/yago/WikicatAmericanMaleDancers,303
http://dbpedia.org/class/yago/WikicatAmericanRomanticMusicalFilms,303
http://dbpedia.org/class/yago/WikicatOnlineMagazines,303
http://www.wikidata.org/entity/Q15982795,303
http://dbpedia.org/class/yago/WikicatTownsInMassachusetts,303
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn2005,302
http://dbpedia.org/class/yago/WikicatAustralianWriters,302
http://dbpedia.org/class/yago/WikicatParalympicSilverMedalistsForAustralia,302
http://dbpedia.org/class/yago/WikicatPeopleFromQueensland,302
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBaranyaCounty,302
http://dbpedia.org/class/yago/WikicatPresidentsOfTheUnitedNationsSecurityCouncil,302
http://dbpedia.org/class/yago/WikicatRealMadridCastillaFootballers,302
http://dbpedia.org/class/yago/WikicatUnitedStatesAttorneys,302
http://dbpedia.org/class/yago/WikicatAmericanEmigrantsToCanada,301
http://dbpedia.org/class/yago/WikicatPeopleFromOdessa,301
http://dbpedia.org/class/yago/WikicatPeopleFromUtrecht(city),301
http://dbpedia.org/class/yago/WikicatOsloPoliticians,301
http://dbpedia.org/class/yago/WikicatBiblicalPlaces,301
http://dbpedia.org/class/yago/WikicatAmericanMaleComedians,301
"http://dbpedia.org/class/yago/WikicatPeopleFromAkron,Ohio",301
http://dbpedia.org/class/yago/WikicatAmericanVideoGameDesigners,301
http://dbpedia.org/class/yago/WikicatBaseballPlayersFromTennessee,301
http://dbpedia.org/class/yago/WikicatAmericanLyricists,301
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1981,301
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheCentre-EstRegion,301
http://dbpedia.org/class/yago/WikicatTouchscreenMobilePhones,301
http://dbpedia.org/class/yago/WikicatTugsOfTheUnitedStatesNavy,301
http://dbpedia.org/class/yago/WikicatAmericanFemaleGolfers,300
http://dbpedia.org/class/yago/WikicatParlophoneSingles,300
http://dbpedia.org/class/yago/WikicatAmericanEditors,300
http://dbpedia.org/class/yago/WikicatPeople'sArtistsOfRussia,300
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1847,300
http://dbpedia.org/class/yago/WikicatRadioStationsEstablishedIn1983,300
http://dbpedia.org/class/yago/WikicatPeopleFromBremen,299
http://dbpedia.org/class/yago/WikicatAmericanBookEditors,299
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSantaCatarina(state),299
http://dbpedia.org/class/yago/WikicatPost-apocalypticFilms,299
http://dbpedia.org/class/yago/WikicatStevenageF.C.Players,299
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1837,298
"http://dbpedia.org/class/yago/WikicatPeopleFromShreveport,Louisiana",298
http://dbpedia.org/class/yago/WikicatPeopleFromAlgiers,298
http://dbpedia.org/class/yago/WikicatPeopleFromShizuokaPrefecture,298
http://dbpedia.org/class/yago/WikicatAmphibiansOfEcuador,298
http://dbpedia.org/class/yago/WikicatNuclearBlastAlbums,298
http://dbpedia.org/class/yago/WikicatArgentineFilmActors,298
http://dbpedia.org/class/yago/WikicatAssociationFootballClubsEstablishedIn1919,298
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInRashtCounty,298
http://dbpedia.org/class/yago/WikicatRadioStationsInNorthCarolina,298
http://dbpedia.org/class/yago/WikicatRailwayStationsOpenedIn1848,298
http://dbpedia.org/class/yago/WikicatSubdivisionsOfSouthAfrica,298
http://dbpedia.org/class/yago/WikicatTexasLonghornsFootballPlayers,298
http://dbpedia.org/class/yago/WikicatTreatiesOfSwitzerland,298
http://dbpedia.org/class/yago/WikicatAmericanPeopleOfAustrian-JewishDescent,297
"http://dbpedia.org/class/yago/WikicatPeopleFromSanJuan,PuertoRico",297
http://dbpedia.org/class/yago/WikicatOlympicGoldMedalistsForHungary,297
http://dbpedia.org/class/yago/WikicatNumber-oneDebutSingles,297
http://dbpedia.org/class/yago/WikicatBirdsOfWesternAustralia,297
http://dbpedia.org/class/yago/WikicatPeopleFromKönigsberg,297
http://dbpedia.org/class/yago/WikicatBattlesInvolvingGermany,297
http://dbpedia.org/class/yago/WikicatPrisonFilms,297
http://dbpedia.org/class/yago/WikicatPyridines,297
http://dbpedia.org/class/yago/WikicatPeopleOfTheCentralIntelligenceAgency,296
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1871,296
http://dbpedia.org/class/yago/WikicatOlympiacosF.C.Players,296
"http://dbpedia.org/class/yago/WikicatPeopleFromBrookline,Massachusetts",296
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInNiger,296
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInNorthBrabant,296
http://dbpedia.org/class/yago/WikicatPortuguese-languageWriters,296
http://dbpedia.org/class/yago/WikicatRealBetisFootballers,296
http://dbpedia.org/class/yago/WikicatRealValladolidFootballers,296
http://dbpedia.org/class/yago/WikicatSwedishMunicipalSeats,296
http://dbpedia.org/class/yago/WikicatTurkishFilms,296
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1843,295
http://dbpedia.org/class/yago/WikicatBirdsOfTurkey,295
http://dbpedia.org/class/yago/WikicatAlumniOfTheUniversityOfSussex,295
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAharCounty,295
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBuenosAiresProvince,295
http://dbpedia.org/class/yago/WikicatProteinDomains,295
http://dbpedia.org/class/yago/WikicatRacingDeSantanderFootballers,295
http://dbpedia.org/class/yago/WikicatPlayStation2-onlyGames,294
http://dbpedia.org/class/yago/WikicatPhoenixCoyotesPlayers,294
http://dbpedia.org/class/yago/WikicatArtistsFromLondon,294
http://dbpedia.org/class/yago/WikicatOlympicBronzeMedalistsForHungary,294
http://dbpedia.org/class/yago/WikicatPolishFilmActors,294
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheProvinceOfZaragoza,294
http://dbpedia.org/class/yago/WikicatRajasthaniPeople,294
http://dbpedia.org/class/yago/WikicatTreatiesOfSlovenia,294
http://dbpedia.org/class/yago/WikicatAmericanDirectors,293
http://dbpedia.org/class/yago/WikicatPFCLevskiSofiaPlayers,293
http://dbpedia.org/class/yago/WikicatAristaRecordsSingles,293
http://dbpedia.org/class/yago/WikicatBiathlonWorldChampionshipsMedalists,293
http://dbpedia.org/class/yago/WikicatPeopleFromHackney,293
http://dbpedia.org/class/yago/WikicatOlympicMedalistsInSpeedSkating,293
"http://dbpedia.org/class/yago/WikicatPeopleFromNassauCounty,NewYork",293
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKazerunCounty,293
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInRiftValleyProvince,293
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheProvinceOfBarcelona,293
http://dbpedia.org/class/yago/WikicatPopulatedPlacesOfArcticNorway,293
http://dbpedia.org/class/yago/WikicatSwedishWomenInPolitics,293
http://dbpedia.org/class/yago/WikicatSymbols,293
http://dbpedia.org/class/yago/WikicatAustralianWomenInPolitics,292
http://dbpedia.org/class/yago/WikicatPeopleFromSouthCarolina,292
http://dbpedia.org/class/yago/WikicatAmericanAnarchists,292
http://dbpedia.org/class/yago/WikicatAmericanPeopleOfBritishDescent,292
http://dbpedia.org/class/yago/WikicatAlbanianPeople,292
http://dbpedia.org/class/yago/WikicatUCLABruinsFootballPlayers,292
http://dbpedia.org/class/yago/WikicatVenetianPainters,292
http://dbpedia.org/class/yago/WikicatPlayersOfAmericanFootballFromNewYork,291
http://dbpedia.org/class/yago/WikicatAnarchists,291
http://dbpedia.org/class/yago/WikicatArtCritics,291
http://dbpedia.org/class/yago/WikicatPolishJournalists,291
http://dbpedia.org/class/yago/WikicatAmericanCivilRightsActivists,291
http://dbpedia.org/class/yago/WikicatPeopleFromMississippi,291
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1873,291
http://dbpedia.org/class/yago/WikicatPlayStationVitaGames,291
http://dbpedia.org/class/yago/WikicatAlumniOfLoughboroughUniversity,291
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1869,291
http://dbpedia.org/class/yago/WikicatTorneoDescentralizadoFootballers,291
http://dbpedia.org/class/yago/WikicatUnincorporatedCommunitiesInNorthCarolina,291
http://dbpedia.org/class/yago/WikicatAncientRomanPoliticians,290
http://dbpedia.org/class/yago/WikicatAncientRomanWomen,290
http://dbpedia.org/class/yago/WikicatAristaNashvilleSingles,290
http://dbpedia.org/class/yago/WikicatAviatorsKilledByBeingShotDown,290
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn2002,290
http://dbpedia.org/class/yago/WikicatAmericanPost-hardcoreMusicalGroups,290
http://dbpedia.org/class/yago/WikicatStandards,290
http://dbpedia.org/class/yago/WikicatSwedishPoliticians,290
http://dbpedia.org/class/yago/WikicatTidewaterTidesPlayers,290
http://dbpedia.org/class/yago/WikicatPeruInternationalFootballers,289
http://dbpedia.org/class/yago/WikicatBasketballPlayersAtThe2004SummerOlympics,289
http://dbpedia.org/class/yago/WikicatAmericanPerformanceArtists,289
http://dbpedia.org/class/yago/WikicatBattlesInvolvingGreatBritain,289
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheProvinceOfGuadalajara,289
http://dbpedia.org/class/yago/WikicatPublicHighSchoolsInVirginia,289
http://dbpedia.org/class/yago/WikicatRealZaragozaFootballers,289
http://dbpedia.org/class/yago/WikicatToulouseFCPlayers,289
http://dbpedia.org/class/yago/WikicatTreatiesOfSpain,289
http://dbpedia.org/class/yago/WikicatUnitedStatesDistrictCourtJudgesAppointedByRonaldReagan,289
http://dbpedia.org/class/yago/WikicatBibliothèqueNationaleDeFranceCollections,288
http://dbpedia.org/class/yago/WikicatPeopleFromValencia,288
http://dbpedia.org/class/yago/WikicatBasketballPlayersAtThe2012SummerOlympics,288
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1979,288
http://dbpedia.org/class/yago/WikicatOttawaRoughRidersPlayers,288
http://dbpedia.org/class/yago/WikicatBaseballPlayersFromKentucky,288
http://dbpedia.org/class/yago/WikicatAmericanZoologists,288
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1933,288
http://dbpedia.org/class/yago/WikicatAmericanAwards,288
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInRasinaDistrict,288
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheEstRegion(BurkinaFaso),288
http://dbpedia.org/class/yago/WikicatPublicHighSchoolsInArizona,288
http://dbpedia.org/class/yago/WikicatPublicHighSchoolsInNorthCarolina,288
http://dbpedia.org/class/yago/WikicatTelevisionProductionCompaniesOfTheUnitedStates,288
http://dbpedia.org/class/yago/WikicatUniversidadDeChilePlayers,288
http://dbpedia.org/class/yago/WikicatPeopleFromLincolnshire,287
http://dbpedia.org/class/yago/WikicatBattlesInvolvingRussia,287
http://dbpedia.org/class/yago/WikicatAmericanNeuroscientists,287
http://dbpedia.org/class/yago/WikicatAmericanJazzMusicians,287
"http://dbpedia.org/class/yago/WikicatPeopleFromRosario,SantaFe",287
http://dbpedia.org/class/yago/WikicatBasketballPlayersAtThe2008SummerOlympics,287
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1953,287
http://dbpedia.org/class/yago/WikicatPeopleEducatedAtBedfordSchool,287
http://dbpedia.org/class/yago/WikicatOlympicMedalistsInBaseball,287
http://dbpedia.org/class/yago/WikicatRadioStationsInArkansas,287
http://www.wikidata.org/entity/Q7365,287
http://dbpedia.org/class/yago/WikicatSquirrels,287
http://dbpedia.org/class/yago/WikicatTeenDramas,287
http://dbpedia.org/class/yago/WikicatUniversidadCatólicaFootballers,287
http://dbpedia.org/class/yago/WikicatAssociaçãoAtléticaPontePretaPlayers,286
http://dbpedia.org/class/yago/WikicatAssemblyConstituenciesOfAndhraPradesh,286
http://dbpedia.org/class/yago/WikicatAmericanTaxResisters,286
http://dbpedia.org/class/yago/WikicatAviationAccidentsAndIncidents,286
http://dbpedia.org/class/yago/WikicatOlympicAthletesOfSweden,286
http://dbpedia.org/class/yago/WikicatAssemblyConstituenciesOfTamilNadu,286
http://dbpedia.org/class/yago/WikicatSpringerScience+BusinessMediaAcademicJournals,286
http://dbpedia.org/class/yago/WikicatOlympicMedalistsInFigureSkating,285
http://dbpedia.org/class/yago/WikicatAtlanteF.C.Footballers,285
http://dbpedia.org/class/yago/WikicatBeetlesOfNorthAmerica,285
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1872,285
http://dbpedia.org/class/yago/WikicatAmericanFolkMusicians,285
http://dbpedia.org/class/yago/WikicatPhillipsAcademyAlumni,285
http://dbpedia.org/class/yago/WikicatOlympicGoldMedalistsForNorway,285
http://dbpedia.org/class/yago/WikicatBisexualMen,285
http://dbpedia.org/class/yago/WikicatOlympicGoldMedalistsForRussia,285
http://dbpedia.org/class/yago/WikicatPrisonersSentencedToDeath,285
http://dbpedia.org/class/yago/WikicatProgressiveRockGroups,285
http://dbpedia.org/class/yago/WikicatPueblaF.C.Footballers,285
http://dbpedia.org/class/yago/WikicatTelevisionDirectors,285
http://dbpedia.org/class/yago/WikicatBaptistMinistersFromTheUnitedStates,284
http://dbpedia.org/class/yago/WikicatPeopleFromRioGrandeDoSul,284
http://dbpedia.org/class/yago/WikicatPeopleOfMeiji-periodJapan,284
http://dbpedia.org/class/yago/WikicatOlympicFencersOfFrance,284
http://dbpedia.org/class/yago/WikicatNumber-oneSinglesInAustria,284
http://dbpedia.org/class/yago/WikicatPeopleFromBolton,284
http://dbpedia.org/class/yago/WikicatAmericanRowers,284
http://dbpedia.org/class/yago/WikicatPolydorRecordsSingles,284
http://dbpedia.org/class/yago/WikicatPopes,284
http://dbpedia.org/class/yago/WikicatTreatiesOfCroatia,284
http://dbpedia.org/class/yago/WikicatAmericanPeopleOfLebaneseDescent,283
http://dbpedia.org/class/yago/WikicatPhotojournalists,283
http://dbpedia.org/class/yago/WikicatPeopleOfMassachusettsInTheAmericanCivilWar,283
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1992,283
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAhvazCounty,283
http://dbpedia.org/class/yago/WikicatSubductionVolcanoes,283
http://dbpedia.org/class/yago/WikicatSwedish-languageWriters,283
http://dbpedia.org/class/yago/WikicatTacomaTigersPlayers,283
http://dbpedia.org/class/yago/WikicatThree-digitInterstateHighways,283
http://dbpedia.org/class/yago/WikicatAmericanFemaleAdultModels,282
http://dbpedia.org/class/yago/WikicatPeopleFromPoznań,282
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn2003,282
http://dbpedia.org/class/yago/WikicatAmericanMagicians,282
http://dbpedia.org/class/yago/WikicatPeopleFromCountyRoscommon,282
http://dbpedia.org/class/yago/WikicatAmericanOperaticSopranos,282
http://dbpedia.org/class/yago/WikicatAmericanSongs,282
http://dbpedia.org/class/yago/WikicatAmericanJazzEnsembles,282
http://dbpedia.org/class/yago/WikicatPeopleAssociatedWithComputerSecurity,282
http://dbpedia.org/class/yago/WikicatPeersOfFrance,282
http://dbpedia.org/class/yago/WikicatOlympicSoccerPlayersOfTheUnitedStates,282
http://dbpedia.org/class/yago/WikicatOlympicBronzeMedalistsForJapan,282
http://dbpedia.org/class/yago/WikicatAmericanEducationists,282
http://dbpedia.org/class/yago/WikicatOperationOverlordPeople,282
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInMeshginShahrCounty,282
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInNavarre,282
http://dbpedia.org/class/yago/WikicatProfessionalAssociationsBasedInTheUnitedStates,282
http://dbpedia.org/class/yago/WikicatRadioStationsInWisconsin,282
http://dbpedia.org/class/yago/WikicatTamworthF.C.Players,282
http://dbpedia.org/class/yago/WikicatAmericanFencers,281
http://dbpedia.org/class/yago/WikicatPeopleWhoDiedInTheHolocaust,281
http://dbpedia.org/class/yago/WikicatPolymers,281
http://dbpedia.org/class/yago/WikicatTroubadours,281
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1868,280
http://dbpedia.org/class/yago/WikicatAmericanSuffragists,280
http://dbpedia.org/class/yago/WikicatPeopleFromMaharashtra,280
http://dbpedia.org/class/yago/WikicatAmericanCountryGuitarists,280
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBotswana,280
http://dbpedia.org/class/yago/WikicatRailwayStationsInChibaPrefecture,280
http://dbpedia.org/class/yago/WikicatTreatiesOfSlovakia,280
http://dbpedia.org/class/yago/WikicatNumber-oneSinglesInItaly,279
http://dbpedia.org/class/yago/WikicatBasketballPlayersAtThe2000SummerOlympics,279
http://dbpedia.org/class/yago/WikicatPeopleOfVirginiaInTheAmericanCivilWar,279
http://dbpedia.org/class/yago/WikicatAlumniOfTheGuildhallSchoolOfMusicAndDrama,279
http://dbpedia.org/class/yago/WikicatBasketballPlayersFromMichigan,279
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSabzevarCounty,279
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInZanjanCounty,279
http://dbpedia.org/class/yago/WikicatProfessionalAssociations,279
http://dbpedia.org/class/yago/WikicatOklahomaRedHawksPlayers,278
http://dbpedia.org/class/yago/WikicatOlympicMedalistsInBobsleigh,278
http://dbpedia.org/class/yago/WikicatBirdsOfThePhilippines,278
"http://dbpedia.org/class/yago/WikicatPeopleEducatedAtWellingtonCollege,Berkshire",278
http://dbpedia.org/class/yago/WikicatAustrianPainters,278
http://dbpedia.org/class/yago/WikicatAntGenera,278
http://dbpedia.org/class/yago/WikicatParamilitaryOrganizations,278
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBirjandCounty,278
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSkåneCounty,278
http://dbpedia.org/class/yago/WikicatQuebecNordiquesPlayers,278
http://dbpedia.org/class/yago/WikicatRayoVallecanoFootballers,278
http://dbpedia.org/class/yago/WikicatSteroids,278
http://dbpedia.org/class/yago/WikicatAmericanAlternativeRockGroups,277
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1886,277
http://dbpedia.org/class/yago/WikicatBengaliWriters,277
http://dbpedia.org/class/yago/WikicatAmphibiansOfPeru,277
http://dbpedia.org/class/yago/WikicatBigBandBandleaders,277
http://dbpedia.org/class/yago/WikicatOlympicSilverMedalistsForNorway,277
http://dbpedia.org/class/yago/WikicatAutomobiles,277
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1930,277
http://dbpedia.org/class/yago/WikicatAuburnUniversityAlumni,277
http://dbpedia.org/class/yago/WikicatAmericanRestaurateurs,277
"http://dbpedia.org/class/yago/WikicatPeopleFromHalifax,NovaScotia",277
http://dbpedia.org/class/yago/WikicatPeopleFromSilesia,277
http://dbpedia.org/class/yago/WikicatArchitecturalStyles,277
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInNišavaDistrict,277
http://dbpedia.org/class/yago/WikicatAmericanSerialKillers,276
http://dbpedia.org/class/yago/WikicatAmericanLobbyists,276
http://dbpedia.org/class/yago/WikicatOlympicRowersOfGreatBritain,276
http://dbpedia.org/class/yago/WikicatPeopleFromCatalonia,276
"http://dbpedia.org/class/yago/WikicatAlumniOfKebleCollege,Oxford",276
http://dbpedia.org/class/yago/WikicatAmericanPoliticalPundits,276
http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1963,276
http://dbpedia.org/class/yago/WikicatTheGuardianJournalists,276
http://dbpedia.org/class/yago/WikicatTreatiesOfTurkey,276
http://dbpedia.org/class/yago/WikicatPeopleFromCambridge,275
http://dbpedia.org/class/yago/WikicatPeopleFromGraz,275
"http://dbpedia.org/class/yago/WikicatPeopleFromReading,Berkshire",275
http://dbpedia.org/class/yago/WikicatOlympicAthletesOfPoland,275
http://dbpedia.org/class/yago/WikicatBarnardCollegeAlumni,275
http://dbpedia.org/class/yago/WikicatOlympicGoldMedalistsForEastGermany,275
