classes,count
http://wikidata.dbpedia.org/ontology/Actor,6611
http://schema.org/Country,6603
http://www.wikidata.org/entity/Q6256,6603
http://wikidata.dbpedia.org/ontology/Newspaper,6601
http://dbpedia.org/ontology/Comic,6595
http://dbpedia.org/dbtax/Dynasty,6582
http://wikidata.dbpedia.org/ontology/AcademicJournal,6574
http://wikidata.dbpedia.org/ontology/SoccerTournament,6519
http://www.wikidata.org/entity/Q12323,6511
http://dbpedia.org/ontology/Reptile,6508
http://dbpedia.org/dbtax/Facility,6448
http://dbpedia.org/ontology/Publisher,6404
http://dbpedia.org/dbtax/Trophy,6330
http://dbpedia.org/ontology/Bank,6328
http://dbpedia.org/dbtax/Instrument,6291
http://dbpedia.org/ontology/Instrument,6291
http://dbpedia.org/ontology/Bridge,6290
http://dbpedia.org/dbtax/Car,6288
http://dbpedia.org/ontology/SportsLeague,6277
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#TimeInterval,6258
http://dbpedia.org/dbtax/Dramatist,6213
http://dbpedia.org/ontology/Dramatist,6213
http://www.wikidata.org/entity/Q13156709,6187
http://dbpedia.org/ontology/MotorsportRacer,6141
http://dbpedia.org/ontology/VolleyballPlayer,6131
http://dbpedia.org/ontology/RacingDriver,6093
http://dbpedia.org/dbtax/Vessel,6088
http://www.wikidata.org/entity/Q13219587,6087
http://wikidata.dbpedia.org/ontology/MotorsportRacer,6080
http://www.wikidata.org/entity/Q1107,6060
http://dbpedia.org/ontology/RaceHorse,6052
http://wikidata.dbpedia.org/ontology/Drug,6009
http://schema.org/Hospital,5998
http://www.wikidata.org/entity/Q16917,5998
http://dbpedia.org/dbtax/Commander,5994
http://dbpedia.org/dbtax/Label,5947
http://wikidata.dbpedia.org/ontology/Food,5865
http://dbpedia.org/dbtax/Driver,5836
http://dbpedia.org/dbtax/Disorder,5827
http://dbpedia.org/ontology/Architect,5823
http://wikidata.dbpedia.org/ontology/VolleyballPlayer,5778
http://dbpedia.org/ontology/Planet,5775
http://wikidata.dbpedia.org/ontology/Comic,5761
http://dbpedia.org/ontology/Photographer,5752
http://dbpedia.org/dbtax/Cyclist,5732
http://dbpedia.org/ontology/ComicsCharacter,5732
http://dbpedia.org/ontology/Website,5720
http://dbpedia.org/dbtax/Food,5671
http://dbpedia.org/dbtax/Photographer,5650
http://www.wikidata.org/entity/Q16533,5649
http://wikidata.dbpedia.org/ontology/Weapon,5614
http://schema.org/BankOrCreditUnion,5594
http://wikidata.dbpedia.org/ontology/Automobile,5556
http://wikidata.dbpedia.org/ontology/Disease,5548
http://wikidata.dbpedia.org/ontology/Reptile,5539
http://dbpedia.org/ontology/Noble,5518
http://dbpedia.org/dbtax/Collection,5499
http://dbpedia.org/dbtax/Pianist,5494
http://dbpedia.org/dbtax/Illustrator,5445
http://wikidata.dbpedia.org/ontology/Island,5437
http://www.wikidata.org/entity/Q2334719,5417
http://www.wikidata.org/entity/Q132050,5403
http://dbpedia.org/dbtax/Economy,5394
http://dbpedia.org/dbtax/Sculptor,5350
http://dbpedia.org/ontology/Sculptor,5350
http://dbpedia.org/ontology/PowerStation,5316
http://www.wikidata.org/entity/Q4270517,5293
http://dbpedia.org/ontology/SupremeCourtOfTheUnitedStatesCase,5290
http://dbpedia.org/dbtax/Element,5278
http://wikidata.dbpedia.org/ontology/GovernmentAgency,5258
http://dbpedia.org/ontology/Economist,5253
http://dbpedia.org/dbtax/Ministry,5224
http://wikidata.dbpedia.org/ontology/Museum,5210
http://dbpedia.org/ontology/FigureSkater,5208
http://dbpedia.org/dbtax/Studio,5175
http://wikidata.dbpedia.org/ontology/EthnicGroup,5175
http://dbpedia.org/dbtax/Baron,5167
http://schema.org/ShoppingCenter,5148
http://www.wikidata.org/entity/Q11315,5148
http://dbpedia.org/dbtax/Video,5141
http://dbpedia.org/dbtax/Doctor,5118
http://dbpedia.org/ontology/ArtistDiscography,5116
http://wikidata.dbpedia.org/ontology/Noble,5087
http://wikidata.dbpedia.org/ontology/Venue,5073
http://dbpedia.org/dbtax/Process,5054
http://dbpedia.org/dbtax/Union,5051
http://dbpedia.org/ontology/Convention,5042
http://dbpedia.org/ontology/TennisPlayer,5042
http://dbpedia.org/dbtax/Linguist,5035
http://dbpedia.org/ontology/Linguist,5035
http://dbpedia.org/ontology/Enzyme,5025
http://dbpedia.org/ontology/Saint,5025
http://dbpedia.org/ontology/Locomotive,5016
http://dbpedia.org/ontology/Dam,5009
http://wikidata.dbpedia.org/ontology/Magazine,4987
http://dbpedia.org/ontology/Baronet,4986
http://dbpedia.org/dbtax/Economist,4976
http://www.wikidata.org/entity/Q46831,4974
http://dbpedia.org/ontology/Star,4965
http://www.wikidata.org/entity/Q2159907,4948
http://dbpedia.org/ontology/PublicTransitSystem,4934
http://www.wikidata.org/entity/Q1028181,4931
http://wikidata.dbpedia.org/ontology/Award,4918
http://dbpedia.org/ontology/Anime,4912
http://wikidata.dbpedia.org/ontology/Enzyme,4902
http://dbpedia.org/dbtax/Accident,4901
http://dbpedia.org/dbtax/Coast,4899
http://www.wikidata.org/entity/Q116,4893
http://wikidata.dbpedia.org/ontology/TennisPlayer,4875
http://dbpedia.org/dbtax/Baronet,4826
http://dbpedia.org/ontology/Play,4824
http://dbpedia.org/dbtax/Communist,4790
http://dbpedia.org/dbtax/Regiment,4759
http://dbpedia.org/ontology/Theatre,4719
http://dbpedia.org/dbtax/Denomination,4694
http://dbpedia.org/ontology/Restaurant,4665
http://dbpedia.org/dbtax/Technology,4661
http://wikidata.dbpedia.org/ontology/Artwork,4646
http://wikidata.dbpedia.org/ontology/Swimmer,4646
http://dbpedia.org/ontology/OlympicEvent,4624
http://dbpedia.org/dbtax/Mechanic,4600
http://www.wikidata.org/entity/Q55488,4595
http://dbpedia.org/dbtax/Catalogue,4582
http://dbpedia.org/dbtax/Subfield,4555
http://dbpedia.org/dbtax/Specialty,4551
http://www.wikidata.org/entity/Q4498974,4545
http://dbpedia.org/dbtax/Charity,4535
http://dbpedia.org/ontology/Arachnid,4518
http://wikidata.dbpedia.org/ontology/ComicsCharacter,4507
http://dbpedia.org/dbtax/Bank,4506
http://dbpedia.org/dbtax/Theatre,4434
http://dbpedia.org/ontology/Skater,4427
http://www.wikidata.org/entity/Q30461,4403
http://dbpedia.org/ontology/FootballMatch,4398
http://dbpedia.org/ontology/Hospital,4393
http://dbpedia.org/dbtax/Classification,4390
http://dbpedia.org/ontology/TopicalConcept,4375
http://wikidata.dbpedia.org/ontology/AnatomicalStructure,4372
http://dbpedia.org/ontology/Name,4361
http://dbpedia.org/ontology/ArtificialSatellite,4320
http://dbpedia.org/dbtax/Locomotive,4307
http://dbpedia.org/dbtax/Feature,4304
http://wikidata.dbpedia.org/ontology/MilitaryStructure,4299
http://wikidata.dbpedia.org/ontology/SportsLeague,4291
http://dbpedia.org/dbtax/Authority,4289
http://wikidata.dbpedia.org/ontology/Name,4289
http://wikidata.dbpedia.org/ontology/ReligiousBuilding,4276
http://dbpedia.org/dbtax/Skater,4261
http://dbpedia.org/dbtax/Secretary,4251
http://www.wikidata.org/entity/Q13365117,4251
http://dbpedia.org/ontology/Canoeist,4240
http://dbpedia.org/dbtax/Submarine,4219
http://dbpedia.org/dbtax/Dam,4210
http://dbpedia.org/ontology/Airline,4209
http://wikidata.dbpedia.org/ontology/RacingDriver,4205
http://dbpedia.org/dbtax/Monarchy,4194
http://dbpedia.org/ontology/Monarchy,4194
http://dbpedia.org/dbtax/Translator,4191
http://dbpedia.org/dbtax/Canoeist,4177
http://wikidata.dbpedia.org/ontology/Boxer,4175
http://dbpedia.org/ontology/HockeyTeam,4123
http://dbpedia.org/dbtax/Protocol,4110
http://dbpedia.org/ontology/Train,4107
http://dbpedia.org/dbtax/Racer,4101
http://dbpedia.org/ontology/Racer,4101
http://dbpedia.org/ontology/Olympics,4090
http://www.wikidata.org/entity/Q577,4090
http://wikidata.dbpedia.org/ontology/Bridge,4087
http://dbpedia.org/dbtax/Chart,4083
http://dbpedia.org/ontology/SoccerLeague,4081
http://dbpedia.org/dbtax/Restaurant,4074
http://dbpedia.org/ontology/Beverage,4063
http://wikidata.dbpedia.org/ontology/Olympics,4052
http://dbpedia.org/dbtax/Tour,4042
http://dbpedia.org/ontology/Diocese,4020
http://dbpedia.org/dbtax/Tool,4002
http://dbpedia.org/ontology/GolfTournament,4000
http://dbpedia.org/dbtax/Sprinter,3997
http://wikidata.dbpedia.org/ontology/OlympicEvent,3994
http://wikidata.dbpedia.org/ontology/Wrestler,3979
http://wikidata.dbpedia.org/ontology/Arachnid,3956
http://dbpedia.org/ontology/Castle,3954
http://wikidata.dbpedia.org/ontology/Website,3938
http://dbpedia.org/dbtax/Fencer,3936
http://dbpedia.org/ontology/Fencer,3936
http://www.wikidata.org/entity/Q25379,3930
http://dbpedia.org/ontology/HorseRace,3920
http://wikidata.dbpedia.org/ontology/Airline,3862
http://dbpedia.org/ontology/Horse,3855
http://wikidata.dbpedia.org/ontology/Amphibian,3842
http://dbpedia.org/dbtax/Computer,3809
http://wikidata.dbpedia.org/ontology/Horse,3809
http://wikidata.dbpedia.org/ontology/RaceHorse,3809
http://dbpedia.org/ontology/Manga,3804
http://www.wikidata.org/entity/Q30185,3795
http://dbpedia.org/dbtax/Installation,3776
http://dbpedia.org/ontology/GivenName,3774
http://dbpedia.org/dbtax/Hamlet,3765
http://dbpedia.org/dbtax/Zoologist,3752
http://dbpedia.org/ontology/Zoologist,3752
http://dbpedia.org/dbtax/Fort,3733
http://dbpedia.org/dbtax/Shooter,3732
http://wikidata.dbpedia.org/ontology/RailwayLine,3731
http://www.wikidata.org/entity/Q163740,3728
http://dbpedia.org/dbtax/Botanist,3716
http://dbpedia.org/dbtax/Agent,3696
http://dbpedia.org/dbtax/Center,3688
http://dbpedia.org/dbtax/Document,3677
http://www.wikidata.org/entity/Q12518,3670
http://www.wikidata.org/entity/Q39715,3670
http://dbpedia.org/dbtax/Method,3661
http://dbpedia.org/ontology/GaelicGamesPlayer,3656
http://dbpedia.org/dbtax/Railroad,3649
http://dbpedia.org/ontology/Year,3634
http://dbpedia.org/dbtax/Clan,3632
http://wikidata.dbpedia.org/ontology/GivenName,3621
http://wikidata.dbpedia.org/ontology/Saint,3608
http://dbpedia.org/ontology/TelevisionSeason,3596
http://wikidata.dbpedia.org/ontology/Planet,3580
http://dbpedia.org/dbtax/Manuscript,3540
http://wikidata.dbpedia.org/ontology/GaelicGamesPlayer,3539
http://dbpedia.org/dbtax/Creator,3531
http://www.wikidata.org/entity/Q4964182,3520
http://www.wikidata.org/entity/Q15061650,3507
http://wikidata.dbpedia.org/ontology/ArtistDiscography,3492
http://dbpedia.org/dbtax/Heterocycle,3484
http://dbpedia.org/dbtax/Council,3475
http://www.wikidata.org/entity/Q1930187,3474
http://dbpedia.org/ontology/Congressman,3468
http://dbpedia.org/ontology/MartialArtist,3465
http://www.wikidata.org/entity/Q4886,3462
http://wikidata.dbpedia.org/ontology/TelevisionSeason,3458
http://dbpedia.org/ontology/GolfPlayer,3457
http://dbpedia.org/dbtax/Discipline,3443
http://dbpedia.org/ontology/Rower,3434
http://dbpedia.org/dbtax/Rower,3429
http://wikidata.dbpedia.org/ontology/Park,3427
http://dbpedia.org/ontology/NationalFootballLeagueSeason,3398
http://dbpedia.org/dbtax/Announcer,3397
http://dbpedia.org/dbtax/Entity,3392
http://dbpedia.org/dbtax/Component,3391
http://www.wikidata.org/entity/Q11204,3376
http://www.wikidata.org/entity/Q4610556,3376
http://dbpedia.org/dbtax/Duo,3351
http://dbpedia.org/dbtax/Law,3335
http://wikidata.dbpedia.org/ontology/NationalFootballLeagueSeason,3327
http://wikidata.dbpedia.org/ontology/MartialArtist,3314
http://wikidata.dbpedia.org/ontology/Locomotive,3307
http://wikidata.dbpedia.org/ontology/Congressman,3290
http://www.wikidata.org/entity/Q178790,3290
http://dbpedia.org/ontology/MountainRange,3270
http://wikidata.dbpedia.org/ontology/RecordLabel,3268
http://dbpedia.org/ontology/ClericalAdministrativeRegion,3250
http://wikidata.dbpedia.org/ontology/ClericalAdministrativeRegion,3243
http://wikidata.dbpedia.org/ontology/Diocese,3243
http://wikidata.dbpedia.org/ontology/Country,3242
http://dbpedia.org/dbtax/Justice,3237
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Concept,3228
http://dbpedia.org/dbtax/Worker,3218
http://dbpedia.org/ontology/Worker,3218
http://wikidata.dbpedia.org/ontology/Dam,3213
http://wikidata.dbpedia.org/ontology/Manga,3208
http://dbpedia.org/dbtax/Hall,3203
http://dbpedia.org/dbtax/Rebellion,3202
http://dbpedia.org/ontology/Rebellion,3202
http://dbpedia.org/dbtax/Beverage,3199
http://dbpedia.org/ontology/ProgrammingLanguage,3188
http://dbpedia.org/dbtax/Firearm,3178
http://dbpedia.org/ontology/ShoppingMall,3136
http://wikidata.dbpedia.org/ontology/GolfPlayer,3087
http://dbpedia.org/dbtax/Resort,3043
http://wikidata.dbpedia.org/ontology/FigureSkater,3040
http://dbpedia.org/ontology/Gymnast,3035
http://wikidata.dbpedia.org/ontology/Race,3022
http://dbpedia.org/dbtax/Golfer,3020
http://dbpedia.org/dbtax/Route,3018
http://dbpedia.org/dbtax/Mission,3011
http://www.wikidata.org/entity/Q11410,3004
http://wikidata.dbpedia.org/ontology/FootballMatch,3002
http://wikidata.dbpedia.org/ontology/Hospital,2979
http://dbpedia.org/dbtax/Archipelago,2973
http://dbpedia.org/ontology/Archipelago,2973
http://dbpedia.org/ontology/Criminal,2967
http://wikidata.dbpedia.org/ontology/Cartoon,2936
http://dbpedia.org/dbtax/Match,2915
http://dbpedia.org/dbtax/Algorithm,2903
http://dbpedia.org/dbtax/Toponym,2897
http://www.wikidata.org/entity/Q870,2895
http://dbpedia.org/dbtax/Commissioner,2862
http://wikidata.dbpedia.org/ontology/Star,2858
http://dbpedia.org/dbtax/Commentator,2837
http://wikidata.dbpedia.org/ontology/MotorsportSeason,2835
http://dbpedia.org/dbtax/Firm,2803
http://dbpedia.org/ontology/ComicsCreator,2798
http://www.wikidata.org/entity/Q488111,2794
http://dbpedia.org/dbtax/Feminist,2790
http://dbpedia.org/dbtax/Jumper,2774
http://www.wikidata.org/entity/Q23413,2772
http://wikidata.dbpedia.org/ontology/ComicsCreator,2765
http://dbpedia.org/dbtax/Reservoir,2764
http://dbpedia.org/ontology/Crustacean,2762
http://wikidata.dbpedia.org/ontology/Bank,2762
http://dbpedia.org/dbtax/Survivor,2749
http://www.wikidata.org/entity/Q2743,2745
http://dbpedia.org/dbtax/Psychologist,2740
http://dbpedia.org/ontology/Psychologist,2740
http://dbpedia.org/dbtax/Drama,2739
http://dbpedia.org/ontology/Drama,2739
http://dbpedia.org/ontology/UnitOfWork,2735
http://wikidata.dbpedia.org/ontology/Judge,2734
http://dbpedia.org/ontology/WomensTennisAssociationTournament,2731
http://wikidata.dbpedia.org/ontology/Crustacean,2727
http://dbpedia.org/ontology/Case,2724
http://dbpedia.org/ontology/LegalCase,2724
http://dbpedia.org/ontology/Skier,2720
http://dbpedia.org/ontology/Governor,2716
http://dbpedia.org/dbtax/Pilot,2709
http://dbpedia.org/ontology/InformationAppliance,2706
http://schema.org/Festival,2705
http://wikidata.dbpedia.org/ontology/UnitOfWork,2702
http://dbpedia.org/dbtax/Formation,2698
http://dbpedia.org/dbtax/Ideology,2695
http://dbpedia.org/ontology/Ideology,2695
http://wikidata.dbpedia.org/ontology/Governor,2695
http://wikidata.dbpedia.org/ontology/Architect,2694
http://wikidata.dbpedia.org/ontology/Case,2693
http://wikidata.dbpedia.org/ontology/LegalCase,2693
http://wikidata.dbpedia.org/ontology/SupremeCourtOfTheUnitedStatesCase,2693
http://dbpedia.org/ontology/SoapCharacter,2676
http://dbpedia.org/ontology/BeautyQueen,2654
http://dbpedia.org/ontology/RugbyClub,2652
http://wikidata.dbpedia.org/ontology/Skier,2645
http://dbpedia.org/dbtax/Act,2631
http://dbpedia.org/ontology/Library,2608
http://wikidata.dbpedia.org/ontology/SoapCharacter,2606
http://www.wikidata.org/entity/Q141683,2604
http://dbpedia.org/dbtax/Destroyer,2599
http://dbpedia.org/dbtax/Chair,2594
http://wikidata.dbpedia.org/ontology/BeautyQueen,2559
http://schema.org/Hotel,2557
http://www.wikidata.org/entity/Q27686,2557
http://wikidata.dbpedia.org/ontology/ShoppingMall,2551
http://www.wikidata.org/entity/Q7946,2534
http://dbpedia.org/dbtax/Application,2532
http://dbpedia.org/ontology/Monarch,2517
http://dbpedia.org/dbtax/Dynamic,2501
http://dbpedia.org/ontology/Painter,2491
http://dbpedia.org/ontology/Legislature,2488
http://dbpedia.org/dbtax/Pathogen,2483
http://dbpedia.org/dbtax/Pest,2482
http://wikidata.dbpedia.org/ontology/MountainRange,2481
http://wikidata.dbpedia.org/ontology/Criminal,2454
http://dbpedia.org/dbtax/Archaeologist,2450
http://wikidata.dbpedia.org/ontology/Painter,2449
http://www.wikidata.org/entity/Q1555508,2447
http://wikidata.dbpedia.org/ontology/Monarch,2439
http://www.wikidata.org/entity/Q188451,2435
http://www.wikidata.org/entity/Q1067263,2431
http://dbpedia.org/dbtax/Linebacker,2427
http://dbpedia.org/dbtax/Anglican,2426
http://dbpedia.org/dbtax/Breed,2422
http://dbpedia.org/dbtax/Layout,2421
http://dbpedia.org/dbtax/Day,2398
http://dbpedia.org/dbtax/Industry,2382
http://dbpedia.org/dbtax/Datum,2363
http://dbpedia.org/dbtax/Archive,2345
http://dbpedia.org/ontology/Archive,2345
http://www.wikidata.org/entity/Q422211,2336
http://dbpedia.org/dbtax/Geologist,2329
http://dbpedia.org/dbtax/Sitcom,2328
http://dbpedia.org/dbtax/Attorney,2319
http://dbpedia.org/dbtax/Baronetcy,2311
http://dbpedia.org/ontology/Baronetcy,2311
http://dbpedia.org/ontology/RailwayStation,2301
http://dbpedia.org/dbtax/Host,2299
http://dbpedia.org/ontology/Host,2299
http://wikidata.dbpedia.org/ontology/RailwayStation,2295
http://dbpedia.org/dbtax/Essayist,2288
http://dbpedia.org/ontology/Crater,2284
http://dbpedia.org/dbtax/Gymnast,2277
http://wikidata.dbpedia.org/ontology/HorseRace,2276
http://dbpedia.org/dbtax/Practitioner,2269
http://wikidata.dbpedia.org/ontology/RugbyClub,2251
http://dbpedia.org/dbtax/Market,2250
http://schema.org/Restaurant,2247
http://www.wikidata.org/entity/Q11707,2247
http://wikidata.dbpedia.org/ontology/HockeyTeam,2246
http://dbpedia.org/dbtax/Configuration,2240
http://dbpedia.org/dbtax/Massacre,2240
http://wikidata.dbpedia.org/ontology/President,2195
http://dbpedia.org/ontology/Poem,2189
http://dbpedia.org/dbtax/Resolution,2185
http://dbpedia.org/dbtax/Position,2184
http://dbpedia.org/dbtax/Organism,2175
http://dbpedia.org/ontology/Organism,2175
http://dbpedia.org/ontology/Lighthouse,2171
http://www.wikidata.org/entity/Q1445650,2168
http://www.wikidata.org/entity/Q9143,2161
http://dbpedia.org/dbtax/Appointee,2159
http://dbpedia.org/ontology/HandballPlayer,2153
http://dbpedia.org/dbtax/Presbyterian,2149
http://www.wikidata.org/entity/Q188094,2147
http://dbpedia.org/dbtax/Convention,2145
http://dbpedia.org/ontology/Satellite,2137
http://wikidata.dbpedia.org/ontology/ArtificialSatellite,2135
http://wikidata.dbpedia.org/ontology/Satellite,2135
http://dbpedia.org/dbtax/Orientalist,2114
http://www.wikidata.org/entity/Q133056,2113
http://wikidata.dbpedia.org/ontology/HandballPlayer,2109
http://wikidata.dbpedia.org/ontology/TimePeriod,2105
http://dbpedia.org/ontology/CultivatedVariety,2102
http://dbpedia.org/dbtax/Mine,2100
http://dbpedia.org/ontology/Mine,2100
http://dbpedia.org/ontology/Holiday,2097
http://www.wikidata.org/entity/Q3863,2096
http://dbpedia.org/ontology/AmusementParkAttraction,2090
http://dbpedia.org/dbtax/Schoolteacher,2070
http://dbpedia.org/ontology/Schoolteacher,2070
http://www.wikidata.org/entity/Q34493,2065
http://dbpedia.org/dbtax/Function,2061
http://dbpedia.org/dbtax/Violinist,2048
http://wikidata.dbpedia.org/ontology/Year,2045
http://wikidata.dbpedia.org/ontology/Convention,2044
http://dbpedia.org/dbtax/Sociologist,2028
http://wikidata.dbpedia.org/ontology/PowerStation,2015
http://dbpedia.org/dbtax/Naturalist,2008
http://dbpedia.org/dbtax/Anthropologist,2001
http://dbpedia.org/dbtax/Anti-communist,1991
http://dbpedia.org/dbtax/Dish,1991
http://dbpedia.org/ontology/HollywoodCartoon,1987
http://schema.org/Library,1980
http://www.wikidata.org/entity/Q7075,1980
http://dbpedia.org/ontology/MythologicalFigure,1975
http://dbpedia.org/ontology/Asteroid,1962
http://dbpedia.org/ontology/Sport,1958
http://dbpedia.org/dbtax/Humanity,1956
http://dbpedia.org/dbtax/Fighter,1953
http://dbpedia.org/dbtax/Advocate,1949
http://www.wikidata.org/entity/Q2566598,1945
http://dbpedia.org/dbtax/Gmina,1942
http://dbpedia.org/dbtax/Biomolecule,1930
http://dbpedia.org/ontology/MotorcycleRider,1927
http://wikidata.dbpedia.org/ontology/Play,1920
http://dbpedia.org/ontology/Non-ProfitOrganisation,1906
http://dbpedia.org/dbtax/Marshal,1900
http://www.wikidata.org/entity/Q40357,1898
http://dbpedia.org/dbtax/Anthology,1887
http://wikidata.dbpedia.org/ontology/Mayor,1887
http://dbpedia.org/dbtax/Calvinist,1884
http://dbpedia.org/dbtax/Religion,1884
http://dbpedia.org/dbtax/Final,1875
http://dbpedia.org/dbtax/Hurler,1875
http://wikidata.dbpedia.org/ontology/MotorcycleRider,1875
http://dbpedia.org/ontology/Tower,1868
http://dbpedia.org/dbtax/Band,1852
http://wikidata.dbpedia.org/ontology/Non-ProfitOrganisation,1849
http://dbpedia.org/dbtax/Liberal,1845
http://www.wikidata.org/entity/Q220505,1829
http://dbpedia.org/ontology/Colour,1823
http://dbpedia.org/dbtax/Planet,1820
http://dbpedia.org/dbtax/Steamship,1819
http://wikidata.dbpedia.org/ontology/SoccerLeague,1815
http://dbpedia.org/dbtax/Theorem,1811
http://dbpedia.org/dbtax/Variety,1810
http://wikidata.dbpedia.org/ontology/Lighthouse,1802
http://wikidata.dbpedia.org/ontology/Tower,1802
http://www.wikidata.org/entity/Q13219666,1796
http://dbpedia.org/ontology/Grape,1790
http://dbpedia.org/dbtax/Paralympic,1785
http://dbpedia.org/dbtax/Train,1775
http://dbpedia.org/ontology/Musical,1770
http://wikidata.dbpedia.org/ontology/PublicTransitSystem,1756
http://wikidata.dbpedia.org/ontology/GolfTournament,1752
http://wikidata.dbpedia.org/ontology/Philosopher,1752
http://www.w3.org/2002/07/owl#DatatypeProperty,1746
http://dbpedia.org/dbtax/Observance,1743
http://dbpedia.org/dbtax/Organohalide,1738
http://dbpedia.org/ontology/Organohalide,1738
http://wikidata.dbpedia.org/ontology/Gymnast,1738
http://dbpedia.org/ontology/Game,1730
http://wikidata.dbpedia.org/ontology/CultivatedVariety,1730
http://dbpedia.org/dbtax/Camp,1723
http://dbpedia.org/dbtax/Lieutenant,1719
http://dbpedia.org/ontology/Lieutenant,1719
http://wikidata.dbpedia.org/ontology/Activity,1713
http://dbpedia.org/dbtax/Thrower,1707
http://dbpedia.org/ontology/Entomologist,1707
http://dbpedia.org/ontology/BroadcastNetwork,1706
http://dbpedia.org/ontology/BasketballTeam,1702
http://dbpedia.org/dbtax/Ether,1699
http://dbpedia.org/dbtax/Organist,1697
http://dbpedia.org/ontology/Organist,1697
http://dbpedia.org/dbtax/Keyboardist,1691
http://dbpedia.org/dbtax/Laureate,1690
http://dbpedia.org/ontology/TradeUnion,1687
http://wikidata.dbpedia.org/ontology/Journalist,1686
http://wikidata.dbpedia.org/ontology/Model,1682
http://www.wikidata.org/entity/Q9259,1679
http://dbpedia.org/dbtax/Farm,1667
http://dbpedia.org/dbtax/Gastropod,1664
http://dbpedia.org/dbtax/Machine,1660
http://wikidata.dbpedia.org/ontology/Legislature,1651
http://dbpedia.org/ontology/Mineral,1641
http://dbpedia.org/dbtax/Strip,1639
http://wikidata.dbpedia.org/ontology/BasketballTeam,1637
http://wikidata.dbpedia.org/ontology/TradeUnion,1636
http://dbpedia.org/dbtax/Good,1633
http://wikidata.dbpedia.org/ontology/HollywoodCartoon,1623
http://dbpedia.org/dbtax/Entomologist,1622
http://dbpedia.org/ontology/ChessPlayer,1619
http://dbpedia.org/dbtax/Collector,1616
http://dbpedia.org/dbtax/Republic,1614
http://dbpedia.org/dbtax/Environmentalist,1595
http://dbpedia.org/ontology/HandballTeam,1591
http://dbpedia.org/dbtax/Employee,1586
http://dbpedia.org/dbtax/Government,1580
http://dbpedia.org/dbtax/Truck,1574
http://www.wikidata.org/entity/Q24354,1568
http://dbpedia.org/dbtax/Panther,1565
http://dbpedia.org/ontology/Cardinal,1562
http://dbpedia.org/dbtax/Scout,1561
http://dbpedia.org/dbtax/Pass,1557
http://www.wikidata.org/entity/Q81096,1556
http://www.wikidata.org/entity/Q15410431,1555
http://www.wikidata.org/entity/Q8072,1554
http://wikidata.dbpedia.org/ontology/TopicalConcept,1545
http://dbpedia.org/dbtax/Substance,1539
http://www.wikidata.org/entity/Q318,1537
http://dbpedia.org/ontology/Fashion,1529
http://dbpedia.org/ontology/MountainPass,1522
http://dbpedia.org/dbtax/Brigade,1520
http://dbpedia.org/dbtax/Peninsula,1520
http://dbpedia.org/dbtax/Square,1511
http://dbpedia.org/ontology/Square,1511
http://dbpedia.org/dbtax/Combinatoric,1504
http://www.wikidata.org/entity/Q15091377,1496
http://dbpedia.org/dbtax/Office,1489
http://dbpedia.org/ontology/Prison,1488
http://www.wikidata.org/entity/Q3501317,1484
http://dbpedia.org/dbtax/Fair,1473
http://wikidata.dbpedia.org/ontology/Game,1469
http://dbpedia.org/ontology/BusCompany,1467
http://dbpedia.org/dbtax/Oiler,1464
http://dbpedia.org/dbtax/Structure,1461
http://dbpedia.org/ontology/PrimeMinister,1458
http://wikidata.dbpedia.org/ontology/PrimeMinister,1454
http://dbpedia.org/dbtax/Teacher,1450
http://dbpedia.org/ontology/Motorcycle,1449
http://wikidata.dbpedia.org/ontology/BusCompany,1449
http://dbpedia.org/ontology/RadioProgram,1448
http://dbpedia.org/dbtax/Factor,1440
http://dbpedia.org/dbtax/Patriarch,1439
http://wikidata.dbpedia.org/ontology/Train,1420
http://dbpedia.org/ontology/AdultActor,1419
http://dbpedia.org/dbtax/Philologist,1412
http://dbpedia.org/ontology/ClassicalMusicComposition,1409
http://www.wikidata.org/entity/Q28389,1402
http://wikidata.dbpedia.org/ontology/ChessPlayer,1401
http://wikidata.dbpedia.org/ontology/AdultActor,1395
http://dbpedia.org/dbtax/Remake,1390
http://dbpedia.org/ontology/GrandPrix,1388
http://dbpedia.org/dbtax/Barony,1387
http://dbpedia.org/dbtax/Residence,1386
http://wikidata.dbpedia.org/ontology/Publisher,1386
http://dbpedia.org/dbtax/Musicologist,1383
http://wikidata.dbpedia.org/ontology/Castle,1383
http://dbpedia.org/dbtax/Referee,1381
http://dbpedia.org/ontology/Referee,1381
http://dbpedia.org/dbtax/Alcohol,1378
http://dbpedia.org/dbtax/Relationship,1373
http://dbpedia.org/dbtax/Viceroy,1372
http://dbpedia.org/ontology/SkiArea,1362
http://wikidata.dbpedia.org/ontology/Musical,1362
http://dbpedia.org/dbtax/Guard,1361
http://dbpedia.org/dbtax/Sub-discipline,1354
http://wikidata.dbpedia.org/ontology/AmusementParkAttraction,1349
http://dbpedia.org/dbtax/Spin-off,1344
http://dbpedia.org/dbtax/Engraver,1333
http://www.wikidata.org/entity/Q35666,1333
http://dbpedia.org/dbtax/Circuit,1330
http://dbpedia.org/dbtax/Domain,1327
http://wikidata.dbpedia.org/ontology/GrandPrix,1325
http://dbpedia.org/ontology/WorldHeritageSite,1321
