Q6;1;4930;51516;4928;66
Q24;1;22;755;0;0
Q1;3;424;195520;237;766
Q14;1;23;3573;23;23
Q30;241;66310;54381045;289;163610
Q13;2;280;315317;242;518
Q12;1;131;3824;131;46
Q28;594;238302;133310754;335;539113
Q7;1;30;8006;30;35
Q31;422;141360;118160509;410;338382
Q29;113;21888;13640088;125;26359
Q9;1;36;7895;36;44
Q19;1;75;37899;75;166
Q20;1;19;1266;19;2
Q34;39;5654;1283554;121;3529
Q22;1;15;1029;15;1
Q18;1;28;10798;28;35
Q8;1;15;1094;0;0
Q21;1;33;10799;33;35
Q32;162;35794;25111325;159;60164
Q4;1;15;1188;15;1
Q16;1;65;19201;65;138
Q2;1;25;2393;0;0
Q25;-1;-1;-1;-1;-1
Q23;-1;-1;-1;-1;-1
Q26;6;1010;1949590;146;7098
Q5;4;1637;1462799;431;5988
Q11;2;35;2129;35;5
Q10;1;204;33267;204;288
Q15;1;34;6333;34;45
Q27;-1;-1;-1;-1;-1
Q33;637;89675;175946239;609;701992
