Q6;2;550;90856;526;66
Q24;2;23;2851;0;0
Q1;2;141;4493;0;0
Q14;2;25;10757;25;23
Q30;2;53;4950;0;0
Q13;30;3088;644585;2732;517
Q12;2;31;4464;0;0
Q28;2;19617;9511622;405;539078
Q7;2;23;18191;22;35
Q31;2;7886;2012694;127;178301
Q29;2;1026;2873107;85;15855
Q9;2;20;19472;19;44
Q19;4;2804;81822;2783;166
Q20;3;17;7432;16;2
Q34;2;23;6370;23;3
Q22;2;31;3866;0;0
Q18;2;15;23108;15;35
Q8;4;57;14670;57;0
Q21;2;16;23108;16;35
Q32;2;2184;2458120;85;44794
Q4;2;14;4711;13;1
Q16;3;32;54686;21;138
Q2;2;12;6155;0;0
Q25;-1;-1;-1;-1;-1
Q23;-1;-1;-1;-1;-1
Q26;138;8357;1723617;7842;1131
Q5;2;17;69046;16;50
Q11;3;2676;19068;2676;5
Q10;56;4687;643750;4512;282
Q15;5;20;45946;19;44
Q27;2;14407;9511622;163;539065
Q33;2;20;5869;19;3
